"","FID","Municipality","idarea","X","Date","n","base","typeI","typeII","typeIII","typeIV"
"7218","9","VIGA",10,856,"2022-10-10",1,0.679205723306754,0.665077501965072,0.199897566303987,0.679240381214454,0.679895323889454
"7219","9","VIGA",10,857,"2022-10-11",1,0.675066794139666,0.662075042367891,0.200696440394464,0.675069394093047,0.676084856095965
"7220","9","VIGA",10,858,"2022-10-12",1,0.672678861667099,0.659361367070784,0.201765204371498,0.67262640369615,0.672584104190764
"7221","9","VIGA",10,859,"2022-10-13",1,0.671764621703749,0.656741212664373,0.21064102680073,0.671753359427967,0.671538198132249
"7222","9","VIGA",10,860,"2022-10-14",1,0.665488630490666,0.651127189619746,0.191314697952156,0.665516613540935,0.666152858546895
"7223","9","VIGA",10,861,"2022-10-15",1,0.653320118019337,0.642185523604412,0.153412506204533,0.653297680205538,0.653510959455549
"7224","9","VIGA",10,862,"2022-10-16",0,0.634290757373647,0.508826661189702,0.123470876779532,0.634173015693739,0.634228349189674
"7225","9","VIGA",10,863,"2022-10-17",0,0.619426692079525,0.499251996150002,0.124981786543135,0.619340158153382,0.618822147962892
"7226","9","VIGA",10,864,"2022-10-18",0,0.606943469037946,0.491480492476106,0.113162032454437,0.606878559208014,0.605649242564094
"7227","9","VIGA",10,865,"2022-10-19",0,0.595466280620725,0.484933341167418,0.10891857281609,0.595378745000659,0.595303502338839
"7228","9","VIGA",10,866,"2022-10-20",0,0.583827392815663,0.479149638629573,0.106723408619666,0.583811772919049,0.583860267682851
"7229","9","VIGA",10,867,"2022-10-21",0,0.570933273481951,0.473744285876349,0.147806405929233,0.570928038811823,0.571524998573901
"7230","9","VIGA",10,868,"2022-10-22",0,0.561302610020203,0.470756695098916,0.147466858068985,0.561309802239876,0.562165525612329
"7231","9","VIGA",10,869,"2022-10-23",0,0.553887270924633,0.469983522633272,0.148286621257225,0.553879382141994,0.553818690447574
"7232","9","VIGA",10,870,"2022-10-24",0,0.546808184652677,0.458590288929098,0.151970974682678,0.54680179201339,0.546626919936935
"7233","9","VIGA",10,871,"2022-10-25",0,0.540524146130865,0.448812982456082,0.132923458956083,0.540525735878309,0.541060339771628
"7234","9","VIGA",10,872,"2022-10-26",0,0.534452765941269,0.439946974517697,0.109397166736069,0.534418066468463,0.534605219019392
"7235","9","VIGA",10,873,"2022-10-27",0,0.528057525790737,0.431398142061851,0.0965950861760684,0.528008754685008,0.528000056164135
"7236","9","VIGA",10,874,"2022-10-28",0,0.520800210357718,0.422634482946192,0.0987139606491881,0.520720564327786,0.520283934937919
"7237","9","VIGA",10,875,"2022-10-29",0,0.512102583342355,0.413152027879935,0.0878451194742674,0.512024110342685,0.510997513877692
"7238","9","VIGA",10,876,"2022-10-30",0,0.501316405027486,0.402451718635827,0.0841605040529979,0.501246340121035,0.50116568075342
"7239","9","VIGA",10,877,"2022-10-31",0,0.487704862716306,0.390041116876346,0.0812699188078391,0.487624414061851,0.487709829204325
"7240","9","VIGA",10,878,"2022-11-01",0,0.470443262703917,0.375390351556197,0.105711149338657,0.470358283658613,0.470908921163695
"7241","9","VIGA",10,879,"2022-11-02",0,0.448652539076645,0.357991433346461,0.101075591203821,0.448576858865023,0.449320393922825
"7242","9","VIGA",10,880,"2022-11-03",0,0.421484537799288,0.337379640903399,0.0953631597161174,0.421408834514033,0.421404703510476
"7243","9","VIGA",10,881,"2022-11-04",0,0.392210029784043,0.315887082884233,0.0928131634025865,0.392171668293321,0.392060304960364
"7244","9","VIGA",10,882,"2022-11-05",0,0.370772291823752,0.299580812075097,0.0755796234591122,0.370761075843747,0.371124794673886
"7245","9","VIGA",10,883,"2022-11-06",0,0.354799645930806,0.287165587159103,0.0618544862830639,0.354778607428485,0.354894655196797
"7246","9","VIGA",10,884,"2022-11-07",0,0.342756424904739,0.277756270692421,0.0578771223776259,0.34273721255736,0.342721379135308
"7247","9","VIGA",10,885,"2022-11-08",0,0.333612198703475,0.270741373626797,0.0588262034694543,0.333578601538405,0.333290228346018
"7248","9","VIGA",10,886,"2022-11-09",0,0.326656356540305,0.265699813301415,0.0515500820278814,0.326630312358021,0.325962984417483
"7249","9","VIGA",10,887,"2022-11-10",0,0.32138924255737,0.262349486082715,0.0502296820212145,0.321374371403002,0.321307024242951
"7250","9","VIGA",10,888,"2022-11-11",0,0.317455789312335,0.26051580834482,0.049594980569168,0.317442293809767,0.317471084232882
"7251","9","VIGA",10,889,"2022-11-12",0,0.31460387762678,0.260113618920814,0.0644213879473072,0.314590067696268,0.314932350864363
"7252","9","VIGA",10,890,"2022-11-13",0,0.312657740582298,0.261138894831277,0.0648111171587841,0.312648940441696,0.313141173176893
"7253","9","VIGA",10,891,"2022-11-14",0,0.311500960818423,0.263668713237739,0.0656588402510692,0.311485186647007,0.311452004952187
"7254","9","VIGA",10,892,"2022-11-15",0,0.311065936430699,0.267869417411756,0.0696426884257783,0.311070843842159,0.310952704272026
"7255","9","VIGA",10,893,"2022-11-16",0,0.311328042987633,0.27401445652437,0.0590982541779618,0.311360786164996,0.311629333395152
"7256","9","VIGA",10,894,"2022-11-17",0,0.311002914692398,0.266886493411805,0.0507943702162886,0.311008342428497,0.311088423696853
"7257","9","VIGA",10,895,"2022-11-18",0,0.311372185515867,0.261698308962931,0.0523805607639122,0.311364438060066,0.311342279284429
"7258","9","VIGA",10,896,"2022-11-19",0,0.312457390748778,0.258123154677624,0.0544411356121162,0.312429046784811,0.312156168260597
"7259","9","VIGA",10,897,"2022-11-20",0,0.314322702557584,0.255941264176628,0.0477921466970304,0.314293227782586,0.31365326292662
"7260","9","VIGA",10,898,"2022-11-21",0,0.317080540188567,0.255017034425962,0.0477660410844402,0.317054186049884,0.316999722742898
"7261","9","VIGA",10,899,"2022-11-22",0,0.320901822149552,0.255285610060685,0.0479455134077229,0.320875738333373,0.320914283935615
"7262","9","VIGA",10,900,"2022-11-23",0,0.326032604345907,0.256746522822225,0.0611685103687194,0.325997540913805,0.326371374650397
"7263","9","VIGA",10,901,"2022-11-24",0,0.332820194526644,0.25946333540685,0.0625947335327407,0.332777033787688,0.333332846298074
"7264","9","VIGA",10,902,"2022-11-25",0,0.341754159106829,0.263569262396929,0.0645869315389418,0.341683472316313,0.341690319159042
"7265","9","VIGA",10,903,"2022-11-26",0,0.349986760364251,0.267534453949487,0.0691052478805086,0.34991939217347,0.349845684080729
"7266","9","VIGA",10,904,"2022-11-27",0,0.357951810583288,0.271508522601015,0.0567001128315974,0.357893831915015,0.358278397825327
"7267","9","VIGA",10,905,"2022-11-28",0,0.366113195105523,0.275651868514228,0.0519043624456628,0.366028000012947,0.366193567369194
"7268","9","VIGA",10,906,"2022-11-29",0,0.371231596258804,0.278443529897486,0.0591654114181215,0.371137278035146,0.371177210827683
"7269","9","VIGA",10,907,"2022-11-30",0,0.373497485180088,0.279965574357658,0.0624957372835576,0.373389525651076,0.373117093923886
