,Date,Municipality,Latitude,Longitude,NewCases,Deaths,Recoveries,d_cases,n
503,2021-06-07,SAN ANDRES,13.5989151,124.0969685,4,0,1,3,5
510,2021-06-09,SAN ANDRES,13.5989151,124.0969685,2,0,1,1,6
519,2021-06-12,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,7
527,2021-06-15,SAN ANDRES,13.5989151,124.0969685,2,0,4,-2,5
531,2021-06-16,SAN ANDRES,13.5989151,124.0969685,0,0,3,-3,2
541,2021-06-17,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,4
547,2021-06-19,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,6
550,2021-06-21,SAN ANDRES,13.5989151,124.0969685,3,0,1,2,8
556,2021-06-23,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,7
575,2021-06-26,SAN ANDRES,13.5989151,124.0969685,3,0,1,2,9
587,2021-06-28,SAN ANDRES,13.5989151,124.0969685,1,0,2,-1,8
591,2021-06-30,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,6
621,2021-07-05,SAN ANDRES,13.5989151,124.0969685,1,0,1,0,6
628,2021-07-07,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,5
646,2021-07-09,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,6
658,2021-07-10,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,8
675,2021-07-14,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,7
707,2021-07-18,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,5
715,2021-07-19,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,3
720,2021-07-20,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,1
733,2021-07-22,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,2
740,2021-07-25,SAN ANDRES,13.5989151,124.0969685,3,0,0,3,5
746,2021-07-26,SAN ANDRES,13.5989151,124.0969685,3,0,0,3,8
763,2021-07-29,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,9
767,2021-07-30,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,10
772,2021-07-31,SAN ANDRES,13.5989151,124.0969685,1,0,1,0,10
783,2021-08-02,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,9
784,2021-08-03,SAN ANDRES,13.5989151,124.0969685,0,0,3,-3,6
793,2021-08-04,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,4
806,2021-08-07,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,3
813,2021-08-08,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,2
821,2021-08-09,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,1
838,2021-08-14,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,2
859,2021-08-18,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,3
869,2021-08-19,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,4
894,2021-08-23,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,3
909,2021-08-27,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,2
914,2021-08-28,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,1
955,2021-09-04,SAN ANDRES,13.5989151,124.0969685,3,0,0,3,4
964,2021-09-05,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,5
969,2021-09-06,SAN ANDRES,13.5989151,124.0969685,4,0,0,4,9
990,2021-09-09,SAN ANDRES,13.5989151,124.0969685,20,0,0,20,29
1004,2021-09-12,SAN ANDRES,13.5989151,124.0969685,10,0,0,10,39
1017,2021-09-13,SAN ANDRES,13.5989151,124.0969685,1,0,3,-2,37
1019,2021-09-14,SAN ANDRES,13.5989151,124.0969685,1,0,1,0,37
1031,2021-09-15,SAN ANDRES,13.5989151,124.0969685,0,0,4,-4,33
1036,2021-09-16,SAN ANDRES,13.5989151,124.0969685,7,0,0,7,40
1043,2021-09-17,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,42
1057,2021-09-18,SAN ANDRES,13.5989151,124.0969685,1,0,19,-18,24
1067,2021-09-20,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,26
1074,2021-09-21,SAN ANDRES,13.5989151,124.0969685,0,0,6,-6,20
1078,2021-09-22,SAN ANDRES,13.5989151,124.0969685,1,0,1,0,20
1086,2021-09-23,SAN ANDRES,13.5989151,124.0969685,3,0,1,2,22
1096,2021-09-24,SAN ANDRES,13.5989151,124.0969685,5,0,0,5,27
1104,2021-09-25,SAN ANDRES,13.5989151,124.0969685,1,0,4,-3,24
1110,2021-09-26,SAN ANDRES,13.5989151,124.0969685,4,0,2,2,26
1115,2021-09-27,SAN ANDRES,13.5989151,124.0969685,4,0,0,4,30
1128,2021-09-28,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,28
1130,2021-09-29,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,27
1137,2021-09-30,SAN ANDRES,13.5989151,124.0969685,1,0,1,0,27
1144,2021-10-01,SAN ANDRES,13.5989151,124.0969685,5,0,2,3,30
1149,2021-10-02,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,32
1157,2021-10-03,SAN ANDRES,13.5989151,124.0969685,0,0,7,-7,25
1163,2021-10-04,SAN ANDRES,13.5989151,124.0969685,0,0,3,-3,22
1166,2021-10-05,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,24
1171,2021-10-06,SAN ANDRES,13.5989151,124.0969685,5,0,0,5,29
1185,2021-10-08,SAN ANDRES,13.5989151,124.0969685,5,0,0,5,34
1190,2021-10-09,SAN ANDRES,13.5989151,124.0969685,11,0,5,6,40
1199,2021-10-10,SAN ANDRES,13.5989151,124.0969685,5,0,3,2,42
1213,2021-10-11,SAN ANDRES,13.5989151,124.0969685,3,0,0,3,45
1216,2021-10-12,SAN ANDRES,13.5989151,124.0969685,0,0,8,-8,37
1225,2021-10-13,SAN ANDRES,13.5989151,124.0969685,1,0,3,-2,35
1241,2021-10-15,SAN ANDRES,13.5989151,124.0969685,4,0,5,-1,34
1249,2021-10-16,SAN ANDRES,13.5989151,124.0969685,3,0,2,1,35
1253,2021-10-17,SAN ANDRES,13.5989151,124.0969685,6,0,5,1,36
1263,2021-10-18,SAN ANDRES,13.5989151,124.0969685,3,0,11,-8,28
1272,2021-10-19,SAN ANDRES,13.5989151,124.0969685,0,0,3,-3,25
1283,2021-10-20,SAN ANDRES,13.5989151,124.0969685,7,0,0,7,32
1291,2021-10-21,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,33
1294,2021-10-22,SAN ANDRES,13.5989151,124.0969685,9,0,0,9,42
1311,2021-10-23,SAN ANDRES,13.5989151,124.0969685,12,0,1,11,53
1314,2021-10-24,SAN ANDRES,13.5989151,124.0969685,5,0,4,1,54
1328,2021-10-25,SAN ANDRES,13.5989151,124.0969685,14,0,1,13,67
1338,2021-10-26,SAN ANDRES,13.5989151,124.0969685,1,0,6,-5,62
1345,2021-10-27,SAN ANDRES,13.5989151,124.0969685,0,0,3,-3,59
1352,2021-10-28,SAN ANDRES,13.5989151,124.0969685,11,0,1,10,69
1364,2021-10-30,SAN ANDRES,13.5989151,124.0969685,7,0,8,-1,68
1374,2021-10-31,SAN ANDRES,13.5989151,124.0969685,13,0,9,4,72
1391,2021-11-01,SAN ANDRES,13.5989151,124.0969685,4,0,11,-7,65
1393,2021-11-02,SAN ANDRES,13.5989151,124.0969685,7,0,7,0,65
1403,2021-11-03,SAN ANDRES,13.5989151,124.0969685,0,0,13,-13,52
1414,2021-11-05,SAN ANDRES,13.5989151,124.0969685,9,0,0,9,61
1425,2021-11-06,SAN ANDRES,13.5989151,124.0969685,8,0,10,-2,59
1434,2021-11-07,SAN ANDRES,13.5989151,124.0969685,11,0,2,9,68
1441,2021-11-08,SAN ANDRES,13.5989151,124.0969685,12,0,9,3,71
1454,2021-11-09,SAN ANDRES,13.5989151,124.0969685,0,0,10,-10,61
1460,2021-11-10,SAN ANDRES,13.5989151,124.0969685,0,0,12,-12,49
1461,2021-11-11,SAN ANDRES,13.5989151,124.0969685,4,0,0,4,53
1474,2021-11-12,SAN ANDRES,13.5989151,124.0969685,3,0,0,3,56
1487,2021-11-14,SAN ANDRES,13.5989151,124.0969685,2,0,8,-6,50
1503,2021-11-15,SAN ANDRES,13.5989151,124.0969685,3,1,15,-13,37
1506,2021-11-16,SAN ANDRES,13.5989151,124.0969685,0,0,6,-6,31
1514,2021-11-17,SAN ANDRES,13.5989151,124.0969685,0,0,11,-11,20
1526,2021-11-18,SAN ANDRES,13.5989151,124.0969685,3,0,0,3,23
1528,2021-11-19,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,24
1544,2021-11-20,SAN ANDRES,13.5989151,124.0969685,4,0,6,-2,22
1547,2021-11-21,SAN ANDRES,13.5989151,124.0969685,1,0,1,0,22
1557,2021-11-22,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,21
1568,2021-11-23,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,19
1573,2021-11-24,SAN ANDRES,13.5989151,124.0969685,0,0,3,-3,16
1581,2021-11-25,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,18
1587,2021-11-26,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,17
1596,2021-11-27,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,15
1601,2021-11-28,SAN ANDRES,13.5989151,124.0969685,1,0,3,-2,13
1608,2021-11-29,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,12
1610,2021-11-30,SAN ANDRES,13.5989151,124.0969685,0,1,0,-1,11
1619,2021-12-04,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,9
1630,2021-12-08,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,8
1640,2021-12-14,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,6
1676,2022-01-09,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,7
1680,2022-01-10,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,8
1698,2022-01-14,SAN ANDRES,13.5989151,124.0969685,4,0,0,4,12
1712,2022-01-16,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,13
1718,2022-01-17,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,15
1725,2022-01-18,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,16
1736,2022-01-19,SAN ANDRES,13.5989151,124.0969685,5,0,2,3,19
1752,2022-01-21,SAN ANDRES,13.5989151,124.0969685,3,0,0,3,22
1757,2022-01-22,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,24
1768,2022-01-23,SAN ANDRES,13.5989151,124.0969685,10,0,4,6,30
1779,2022-01-24,SAN ANDRES,13.5989151,124.0969685,5,0,1,4,34
1789,2022-01-25,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,33
1799,2022-01-26,SAN ANDRES,13.5989151,124.0969685,4,0,2,2,35
1808,2022-01-27,SAN ANDRES,13.5989151,124.0969685,6,0,0,6,41
1825,2022-01-29,SAN ANDRES,13.5989151,124.0969685,7,0,5,2,43
1830,2022-01-30,SAN ANDRES,13.5989151,124.0969685,3,0,4,-1,42
1839,2022-01-31,SAN ANDRES,13.5989151,124.0969685,0,0,7,-7,35
1849,2022-02-01,SAN ANDRES,13.5989151,124.0969685,0,0,6,-6,29
1851,2022-02-02,SAN ANDRES,13.5989151,124.0969685,2,0,3,-1,28
1867,2022-02-04,SAN ANDRES,13.5989151,124.0969685,3,0,0,3,31
1872,2022-02-05,SAN ANDRES,13.5989151,124.0969685,0,0,7,-7,24
1885,2022-02-06,SAN ANDRES,13.5989151,124.0969685,2,0,4,-2,22
1902,2022-02-08,SAN ANDRES,13.5989151,124.0969685,0,0,9,-9,13
1908,2022-02-09,SAN ANDRES,13.5989151,124.0969685,1,0,1,0,13
1918,2022-02-12,SAN ANDRES,13.5989151,124.0969685,2,0,2,0,13
1927,2022-02-14,SAN ANDRES,13.5989151,124.0969685,0,0,3,-3,10
1935,2022-02-15,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,9
1936,2022-02-16,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,11
1950,2022-02-19,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,10
1951,2022-02-20,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,11
1955,2022-02-22,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,9
1967,2022-02-26,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,7
1975,2022-03-02,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,6
1990,2022-03-15,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,7
1996,2022-03-24,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,6
2019,2022-05-01,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,5
2024,2022-05-10,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,4
2025,2022-05-11,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,3
2026,2022-05-12,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,1
2028,2022-05-14,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,0
2047,2022-06-17,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,1
2048,2022-06-18,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,2
2051,2022-06-19,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,4
2054,2022-06-26,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,3
2058,2022-06-29,SAN ANDRES,13.5989151,124.0969685,0,0,3,-3,0
2059,2022-06-30,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,2
2077,2022-07-10,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,1
2083,2022-07-13,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,2
2089,2022-07-15,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,3
2092,2022-07-16,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,4
2096,2022-07-17,SAN ANDRES,13.5989151,124.0969685,3,0,0,3,7
2101,2022-07-18,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,9
2106,2022-07-19,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,10
2109,2022-07-20,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,11
2112,2022-07-21,SAN ANDRES,13.5989151,124.0969685,3,0,0,3,14
2116,2022-07-22,SAN ANDRES,13.5989151,124.0969685,5,0,0,5,19
2120,2022-07-23,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,18
2126,2022-07-25,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,17
2131,2022-07-26,SAN ANDRES,13.5989151,124.0969685,0,0,3,-3,14
2135,2022-07-27,SAN ANDRES,13.5989151,124.0969685,0,0,3,-3,11
2139,2022-07-29,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,12
2142,2022-07-30,SAN ANDRES,13.5989151,124.0969685,1,0,5,-4,8
2150,2022-07-31,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,6
2152,2022-08-01,SAN ANDRES,13.5989151,124.0969685,0,0,3,-3,3
2158,2022-08-03,SAN ANDRES,13.5989151,124.0969685,4,0,0,4,7
2162,2022-08-04,SAN ANDRES,13.5989151,124.0969685,10,0,0,10,17
2168,2022-08-05,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,18
2179,2022-08-08,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,17
2181,2022-08-09,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,16
2189,2022-08-11,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,17
2198,2022-08-13,SAN ANDRES,13.5989151,124.0969685,0,0,13,-13,4
2205,2022-08-14,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,5
2209,2022-08-15,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,4
2235,2022-08-21,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,3
2238,2022-08-22,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,4
2242,2022-08-23,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,3
2266,2022-09-01,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,4
2274,2022-09-04,SAN ANDRES,13.5989151,124.0969685,1,0,1,0,4
2280,2022-09-07,SAN ANDRES,13.5989151,124.0969685,1,0,1,0,4
2285,2022-09-11,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,3
2289,2022-09-17,SAN ANDRES,13.5989151,124.0969685,1,0,1,0,3
2293,2022-09-19,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,5
2295,2022-09-21,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,6
2300,2022-09-26,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,5
2302,2022-09-27,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,4
2303,2022-09-28,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,3
2308,2022-09-30,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,4
2309,2022-10-01,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,3
2315,2022-10-09,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,2
2328,2022-11-04,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,1
2344,2023-04-18,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,0
2357,2023-05-07,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,1
2362,2023-05-10,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,2
2365,2023-05-12,SAN ANDRES,13.5989151,124.0969685,4,0,0,4,6
2372,2023-05-14,SAN ANDRES,13.5989151,124.0969685,3,0,0,3,9
2376,2023-05-16,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,8
2383,2023-05-17,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,9
2389,2023-05-19,SAN ANDRES,13.5989151,124.0969685,2,0,1,1,10
2393,2023-05-21,SAN ANDRES,13.5989151,124.0969685,4,0,4,0,10
2399,2023-05-22,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,11
2405,2023-05-23,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,9
2409,2023-05-24,SAN ANDRES,13.5989151,124.0969685,2,0,0,2,11
2413,2023-05-25,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,12
2418,2023-05-26,SAN ANDRES,13.5989151,124.0969685,2,0,1,1,13
2425,2023-05-28,SAN ANDRES,13.5989151,124.0969685,1,0,2,-1,12
2438,2023-05-30,SAN ANDRES,13.5989151,124.0969685,0,0,5,-5,7
2444,2023-05-31,SAN ANDRES,13.5989151,124.0969685,3,0,0,3,10
2447,2023-06-01,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,9
2452,2023-06-02,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,7
2456,2023-06-03,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,8
2461,2023-06-04,SAN ANDRES,13.5989151,124.0969685,0,0,2,-2,6
2469,2023-06-06,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,5
2473,2023-06-07,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,6
2478,2023-06-09,SAN ANDRES,13.5989151,124.0969685,1,0,2,-1,5
2486,2023-06-10,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,4
2497,2023-06-16,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,3
2502,2023-06-18,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,2
2512,2023-06-29,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,3
2515,2023-07-05,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,4
2519,2023-07-08,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,3
2526,2023-08-04,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,2
2533,2023-09-08,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,1
2539,2023-10-08,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,2
2541,2023-10-16,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,1
2568,2023-12-30,SAN ANDRES,13.5989151,124.0969685,1,0,0,1,2
2572,2024-01-07,SAN ANDRES,13.5989151,124.0969685,0,0,1,-1,1
60,2020-09-05,VIGA,13.8715307,124.3087305,1,0,0,1,1
84,2020-09-22,VIGA,13.8715307,124.3087305,1,0,0,1,2
90,2020-09-27,VIGA,13.8715307,124.3087305,0,0,1,-1,1
106,2020-10-11,VIGA,13.8715307,124.3087305,0,0,1,-1,0
211,2021-02-14,VIGA,13.8715307,124.3087305,1,0,0,1,1
218,2021-02-20,VIGA,13.8715307,124.3087305,2,0,0,2,3
225,2021-02-22,VIGA,13.8715307,124.3087305,1,0,0,1,4
230,2021-02-27,VIGA,13.8715307,124.3087305,2,0,0,2,6
234,2021-02-28,VIGA,13.8715307,124.3087305,0,0,1,-1,5
235,2021-03-01,VIGA,13.8715307,124.3087305,1,0,0,1,6
240,2021-03-04,VIGA,13.8715307,124.3087305,6,0,0,6,12
246,2021-03-07,VIGA,13.8715307,124.3087305,0,0,2,-2,10
250,2021-03-08,VIGA,13.8715307,124.3087305,2,0,0,2,12
257,2021-03-14,VIGA,13.8715307,124.3087305,0,0,3,-3,9
263,2021-03-21,VIGA,13.8715307,124.3087305,0,0,7,-7,2
272,2021-03-27,VIGA,13.8715307,124.3087305,1,0,0,1,3
275,2021-03-28,VIGA,13.8715307,124.3087305,0,0,2,-2,1
286,2021-04-03,VIGA,13.8715307,124.3087305,1,0,0,1,2
301,2021-04-09,VIGA,13.8715307,124.3087305,1,0,0,1,3
307,2021-04-11,VIGA,13.8715307,124.3087305,0,0,1,-1,2
314,2021-04-18,VIGA,13.8715307,124.3087305,0,0,1,-1,1
331,2021-04-23,VIGA,13.8715307,124.3087305,0,0,1,-1,0
351,2021-04-30,VIGA,13.8715307,124.3087305,1,0,0,1,1
354,2021-05-01,VIGA,13.8715307,124.3087305,1,0,0,1,2
379,2021-05-09,VIGA,13.8715307,124.3087305,0,0,1,-1,1
387,2021-05-11,VIGA,13.8715307,124.3087305,1,0,1,0,1
414,2021-05-17,VIGA,13.8715307,124.3087305,1,0,0,1,2
422,2021-05-20,VIGA,13.8715307,124.3087305,0,0,1,-1,1
449,2021-05-26,VIGA,13.8715307,124.3087305,0,0,1,-1,0
499,2021-06-07,VIGA,13.8715307,124.3087305,2,0,0,2,2
518,2021-06-12,VIGA,13.8715307,124.3087305,1,0,0,1,3
524,2021-06-13,VIGA,13.8715307,124.3087305,0,0,2,-2,1
535,2021-06-16,VIGA,13.8715307,124.3087305,0,0,1,-1,0
568,2021-06-26,VIGA,13.8715307,124.3087305,1,0,0,1,1
584,2021-06-28,VIGA,13.8715307,124.3087305,3,0,0,3,4
600,2021-07-02,VIGA,13.8715307,124.3087305,3,0,0,3,7
610,2021-07-04,VIGA,13.8715307,124.3087305,5,0,0,5,12
615,2021-07-05,VIGA,13.8715307,124.3087305,2,0,1,1,13
627,2021-07-07,VIGA,13.8715307,124.3087305,0,0,3,-3,10
637,2021-07-08,VIGA,13.8715307,124.3087305,1,0,0,1,11
649,2021-07-09,VIGA,13.8715307,124.3087305,4,0,0,4,15
656,2021-07-10,VIGA,13.8715307,124.3087305,7,0,0,7,22
664,2021-07-11,VIGA,13.8715307,124.3087305,0,0,3,-3,19
670,2021-07-12,VIGA,13.8715307,124.3087305,5,0,0,5,24
674,2021-07-13,VIGA,13.8715307,124.3087305,0,0,5,-5,19
680,2021-07-14,VIGA,13.8715307,124.3087305,0,0,2,-2,17
688,2021-07-16,VIGA,13.8715307,124.3087305,1,0,0,1,18
699,2021-07-17,VIGA,13.8715307,124.3087305,0,0,1,-1,17
705,2021-07-18,VIGA,13.8715307,124.3087305,0,0,4,-4,13
711,2021-07-19,VIGA,13.8715307,124.3087305,0,0,7,-7,6
719,2021-07-20,VIGA,13.8715307,124.3087305,0,0,1,-1,5
724,2021-07-21,VIGA,13.8715307,124.3087305,0,0,4,-4,1
745,2021-07-25,VIGA,13.8715307,124.3087305,1,0,1,0,1
764,2021-07-29,VIGA,13.8715307,124.3087305,1,0,0,1,2
765,2021-07-30,VIGA,13.8715307,124.3087305,1,0,0,1,3
776,2021-07-31,VIGA,13.8715307,124.3087305,1,1,0,0,3
781,2021-08-02,VIGA,13.8715307,124.3087305,0,0,1,-1,2
795,2021-08-05,VIGA,13.8715307,124.3087305,1,0,0,1,3
811,2021-08-08,VIGA,13.8715307,124.3087305,0,0,1,-1,2
814,2021-08-09,VIGA,13.8715307,124.3087305,0,0,1,-1,1
827,2021-08-12,VIGA,13.8715307,124.3087305,1,0,0,1,2
839,2021-08-14,VIGA,13.8715307,124.3087305,0,0,1,-1,1
867,2021-08-19,VIGA,13.8715307,124.3087305,1,0,0,1,2
876,2021-08-21,VIGA,13.8715307,124.3087305,1,0,1,0,2
882,2021-08-22,VIGA,13.8715307,124.3087305,3,0,0,3,5
891,2021-08-23,VIGA,13.8715307,124.3087305,1,0,0,1,6
906,2021-08-26,VIGA,13.8715307,124.3087305,1,0,0,1,7
918,2021-08-28,VIGA,13.8715307,124.3087305,0,0,1,-1,6
925,2021-08-30,VIGA,13.8715307,124.3087305,4,0,1,3,9
932,2021-08-31,VIGA,13.8715307,124.3087305,2,0,3,-1,8
939,2021-09-01,VIGA,13.8715307,124.3087305,1,0,0,1,9
942,2021-09-02,VIGA,13.8715307,124.3087305,0,0,1,-1,8
946,2021-09-03,VIGA,13.8715307,124.3087305,1,0,1,0,8
976,2021-09-07,VIGA,13.8715307,124.3087305,0,0,4,-4,4
980,2021-09-08,VIGA,13.8715307,124.3087305,0,0,1,-1,3
984,2021-09-09,VIGA,13.8715307,124.3087305,1,0,2,-1,2
1007,2021-09-12,VIGA,13.8715307,124.3087305,1,0,1,0,2
1015,2021-09-13,VIGA,13.8715307,124.3087305,1,0,0,1,3
1040,2021-09-16,VIGA,13.8715307,124.3087305,3,0,0,3,6
1052,2021-09-18,VIGA,13.8715307,124.3087305,1,0,1,0,6
1062,2021-09-19,VIGA,13.8715307,124.3087305,3,0,0,3,9
1068,2021-09-20,VIGA,13.8715307,124.3087305,1,0,0,1,10
1073,2021-09-21,VIGA,13.8715307,124.3087305,0,0,1,-1,9
1080,2021-09-22,VIGA,13.8715307,124.3087305,0,0,1,-1,8
1084,2021-09-23,VIGA,13.8715307,124.3087305,9,0,0,9,17
1094,2021-09-24,VIGA,13.8715307,124.3087305,10,0,2,8,25
1102,2021-09-25,VIGA,13.8715307,124.3087305,0,0,1,-1,24
1109,2021-09-26,VIGA,13.8715307,124.3087305,6,0,0,6,30
1116,2021-09-27,VIGA,13.8715307,124.3087305,0,0,4,-4,26
1122,2021-09-28,VIGA,13.8715307,124.3087305,0,0,1,-1,25
1135,2021-09-30,VIGA,13.8715307,124.3087305,5,0,8,-3,22
1143,2021-10-01,VIGA,13.8715307,124.3087305,5,0,10,-5,17
1153,2021-10-02,VIGA,13.8715307,124.3087305,1,0,0,1,18
1155,2021-10-03,VIGA,13.8715307,124.3087305,0,0,7,-7,11
1168,2021-10-05,VIGA,13.8715307,124.3087305,2,0,0,2,13
1178,2021-10-08,VIGA,13.8715307,124.3087305,6,0,5,1,14
1193,2021-10-09,VIGA,13.8715307,124.3087305,5,0,3,2,16
1196,2021-10-10,VIGA,13.8715307,124.3087305,9,0,3,6,22
1212,2021-10-11,VIGA,13.8715307,124.3087305,1,0,0,1,23
1223,2021-10-12,VIGA,13.8715307,124.3087305,0,0,2,-2,21
1227,2021-10-13,VIGA,13.8715307,124.3087305,2,0,0,2,23
1236,2021-10-15,VIGA,13.8715307,124.3087305,2,0,5,-3,20
1243,2021-10-16,VIGA,13.8715307,124.3087305,4,0,3,1,21
1257,2021-10-17,VIGA,13.8715307,124.3087305,2,0,5,-3,18
