,Date,Municipality,Latitude,Longitude,NewCases,Deaths,Recoveries,d_cases,n
1261,2021-10-18,VIGA,13.8715307,124.3087305,5,0,11,-6,12
1280,2021-10-20,VIGA,13.8715307,124.3087305,1,0,0,1,13
1300,2021-10-22,VIGA,13.8715307,124.3087305,2,0,0,2,15
1309,2021-10-23,VIGA,13.8715307,124.3087305,0,0,3,-3,12
1315,2021-10-24,VIGA,13.8715307,124.3087305,1,0,0,1,13
1326,2021-10-25,VIGA,13.8715307,124.3087305,2,0,2,0,13
1333,2021-10-26,VIGA,13.8715307,124.3087305,0,0,6,-6,7
1355,2021-10-28,VIGA,13.8715307,124.3087305,2,0,0,2,9
1359,2021-10-29,VIGA,13.8715307,124.3087305,0,0,2,-2,7
1367,2021-10-30,VIGA,13.8715307,124.3087305,0,0,1,-1,6
1378,2021-10-31,VIGA,13.8715307,124.3087305,0,0,1,-1,5
1389,2021-11-01,VIGA,13.8715307,124.3087305,2,0,0,2,7
1399,2021-11-02,VIGA,13.8715307,124.3087305,0,0,2,-2,5
1407,2021-11-03,VIGA,13.8715307,124.3087305,2,0,0,2,7
1410,2021-11-04,VIGA,13.8715307,124.3087305,1,0,0,1,8
1415,2021-11-05,VIGA,13.8715307,124.3087305,1,0,2,-1,7
1442,2021-11-08,VIGA,13.8715307,124.3087305,2,0,0,2,9
1451,2021-11-09,VIGA,13.8715307,124.3087305,0,0,3,-3,6
1456,2021-11-10,VIGA,13.8715307,124.3087305,0,0,2,-2,4
1466,2021-11-11,VIGA,13.8715307,124.3087305,2,0,0,2,6
1472,2021-11-12,VIGA,13.8715307,124.3087305,2,0,0,2,8
1480,2021-11-13,VIGA,13.8715307,124.3087305,1,0,0,1,9
1490,2021-11-14,VIGA,13.8715307,124.3087305,1,0,1,0,9
1509,2021-11-16,VIGA,13.8715307,124.3087305,0,0,2,-2,7
1522,2021-11-18,VIGA,13.8715307,124.3087305,3,0,0,3,10
1531,2021-11-19,VIGA,13.8715307,124.3087305,0,0,2,-2,8
1539,2021-11-20,VIGA,13.8715307,124.3087305,0,0,2,-2,6
1548,2021-11-21,VIGA,13.8715307,124.3087305,0,0,1,-1,5
1563,2021-11-22,VIGA,13.8715307,124.3087305,0,0,1,-1,4
1584,2021-11-26,VIGA,13.8715307,124.3087305,0,0,3,-3,1
1602,2021-11-28,VIGA,13.8715307,124.3087305,1,0,0,1,2
1616,2021-12-02,VIGA,13.8715307,124.3087305,1,0,0,1,3
1628,2021-12-07,VIGA,13.8715307,124.3087305,0,0,1,-1,2
1635,2021-12-10,VIGA,13.8715307,124.3087305,0,0,1,-1,1
1660,2022-01-05,VIGA,13.8715307,124.3087305,1,0,0,1,2
1665,2022-01-06,VIGA,13.8715307,124.3087305,2,0,0,2,4
1666,2022-01-07,VIGA,13.8715307,124.3087305,2,0,0,2,6
1694,2022-01-14,VIGA,13.8715307,124.3087305,0,0,1,-1,5
1701,2022-01-15,VIGA,13.8715307,124.3087305,6,0,2,4,9
1713,2022-01-16,VIGA,13.8715307,124.3087305,1,0,1,0,9
1721,2022-01-17,VIGA,13.8715307,124.3087305,3,0,0,3,12
1726,2022-01-18,VIGA,13.8715307,124.3087305,6,0,0,6,18
1733,2022-01-19,VIGA,13.8715307,124.3087305,2,0,1,1,19
1743,2022-01-20,VIGA,13.8715307,124.3087305,1,0,0,1,20
1746,2022-01-21,VIGA,13.8715307,124.3087305,1,0,0,1,21
1759,2022-01-22,VIGA,13.8715307,124.3087305,1,0,0,1,22
1769,2022-01-23,VIGA,13.8715307,124.3087305,2,0,6,-4,18
1775,2022-01-24,VIGA,13.8715307,124.3087305,1,0,1,0,18
1787,2022-01-25,VIGA,13.8715307,124.3087305,1,0,9,-8,10
1804,2022-01-27,VIGA,13.8715307,124.3087305,1,0,0,1,11
1812,2022-01-28,VIGA,13.8715307,124.3087305,3,0,0,3,14
1818,2022-01-29,VIGA,13.8715307,124.3087305,1,0,3,-2,12
1834,2022-01-30,VIGA,13.8715307,124.3087305,0,0,1,-1,11
1838,2022-01-31,VIGA,13.8715307,124.3087305,0,0,2,-2,9
1846,2022-02-01,VIGA,13.8715307,124.3087305,0,0,2,-2,7
1853,2022-02-02,VIGA,13.8715307,124.3087305,3,0,0,3,10
1861,2022-02-03,VIGA,13.8715307,124.3087305,0,0,1,-1,9
1869,2022-02-04,VIGA,13.8715307,124.3087305,1,0,1,0,9
1874,2022-02-05,VIGA,13.8715307,124.3087305,0,0,1,-1,8
1889,2022-02-06,VIGA,13.8715307,124.3087305,1,0,2,-1,7
1891,2022-02-07,VIGA,13.8715307,124.3087305,0,0,1,-1,6
1914,2022-02-11,VIGA,13.8715307,124.3087305,0,0,2,-2,4
1922,2022-02-12,VIGA,13.8715307,124.3087305,0,0,1,-1,3
1942,2022-02-16,VIGA,13.8715307,124.3087305,0,0,1,-1,2
1964,2022-02-25,VIGA,13.8715307,124.3087305,1,0,0,1,3
2004,2022-04-12,VIGA,13.8715307,124.3087305,1,0,0,1,4
2006,2022-04-14,VIGA,13.8715307,124.3087305,1,0,0,1,5
2013,2022-04-21,VIGA,13.8715307,124.3087305,0,0,1,-1,4
2014,2022-04-23,VIGA,13.8715307,124.3087305,0,0,1,-1,3
2018,2022-05-01,VIGA,13.8715307,124.3087305,1,0,0,1,4
2020,2022-05-02,VIGA,13.8715307,124.3087305,0,0,1,-1,3
2023,2022-05-10,VIGA,13.8715307,124.3087305,0,0,1,-1,2
2031,2022-05-16,VIGA,13.8715307,124.3087305,0,0,1,-1,1
2040,2022-06-01,VIGA,13.8715307,124.3087305,1,0,0,1,2
2045,2022-06-10,VIGA,13.8715307,124.3087305,0,0,1,-1,1
2065,2022-07-03,VIGA,13.8715307,124.3087305,1,0,0,1,2
2074,2022-07-09,VIGA,13.8715307,124.3087305,1,0,0,1,3
2082,2022-07-13,VIGA,13.8715307,124.3087305,0,0,1,-1,2
2105,2022-07-19,VIGA,13.8715307,124.3087305,0,0,1,-1,1
2186,2022-08-10,VIGA,13.8715307,124.3087305,1,0,0,1,2
2227,2022-08-20,VIGA,13.8715307,124.3087305,1,0,1,0,2
2265,2022-09-01,VIGA,13.8715307,124.3087305,0,1,1,-2,0
2316,2022-10-10,VIGA,13.8715307,124.3087305,1,0,0,1,1
2322,2022-10-16,VIGA,13.8715307,124.3087305,0,0,1,-1,0
2382,2023-05-17,VIGA,13.8715307,124.3087305,1,0,0,1,1
2384,2023-05-18,VIGA,13.8715307,124.3087305,1,0,0,1,2
2414,2023-05-26,VIGA,13.8715307,124.3087305,0,0,2,-2,0
2440,2023-05-31,VIGA,13.8715307,124.3087305,1,0,0,1,1
2483,2023-06-09,VIGA,13.8715307,124.3087305,0,0,1,-1,0
2511,2023-06-28,VIGA,13.8715307,124.3087305,1,0,0,1,1
2517,2023-07-07,VIGA,13.8715307,124.3087305,0,0,1,-1,0
2567,2023-12-30,VIGA,13.8715307,124.3087305,1,0,0,1,1
2573,2024-01-07,VIGA,13.8715307,124.3087305,0,0,1,-1,0
