,Date,Municipality,Latitude,Longitude,NewCases,Deaths,Recoveries
212,2021-07-31,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,4.0
213,2021-08-02,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,1.0
214,2021-08-05,BAGAMANOC,13.9396368,124.2878298,4.0,0.0,0.0
215,2021-08-06,BAGAMANOC,13.9396368,124.2878298,4.0,0.0,0.0
216,2021-08-07,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,4.0
217,2021-08-09,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,2.0
218,2021-08-12,BAGAMANOC,13.9396368,124.2878298,4.0,0.0,0.0
219,2021-08-14,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,4.0
220,2021-08-19,BAGAMANOC,13.9396368,124.2878298,3.0,0.0,0.0
221,2021-08-27,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0
222,2021-08-29,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,1.0
223,2021-08-30,BAGAMANOC,13.9396368,124.2878298,3.0,0.0,0.0
224,2021-09-04,BAGAMANOC,13.9396368,124.2878298,4.0,0.0,0.0
225,2021-09-05,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,1.0
226,2021-09-06,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,0.0
227,2021-09-12,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0
228,2021-09-13,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,4.0
229,2021-09-16,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0
230,2021-09-18,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0
231,2021-09-19,BAGAMANOC,13.9396368,124.2878298,4.0,0.0,0.0
232,2021-09-20,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,1.0
233,2021-09-23,BAGAMANOC,13.9396368,124.2878298,3.0,0.0,0.0
234,2021-09-26,BAGAMANOC,13.9396368,124.2878298,3.0,0.0,0.0
235,2021-09-29,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0
236,2021-09-30,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,3.0
237,2021-10-01,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,0.0
238,2021-10-08,BAGAMANOC,13.9396368,124.2878298,3.0,0.0,0.0
239,2021-10-10,BAGAMANOC,13.9396368,124.2878298,5.0,0.0,1.0
240,2021-10-11,BAGAMANOC,13.9396368,124.2878298,4.0,0.0,0.0
241,2021-10-15,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,3.0
242,2021-10-16,BAGAMANOC,13.9396368,124.2878298,5.0,0.0,0.0
243,2021-10-18,BAGAMANOC,13.9396368,124.2878298,4.0,0.0,6.0
244,2021-10-20,BAGAMANOC,13.9396368,124.2878298,7.0,0.0,0.0
245,2021-10-22,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,0.0
246,2021-10-24,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,5.0
247,2021-10-25,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,0.0
248,2021-10-28,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0
249,2021-10-30,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,2.0
250,2021-10-31,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,0.0
251,2021-11-07,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,1.0
252,2021-11-08,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,2.0
253,2021-11-11,BAGAMANOC,13.9396368,124.2878298,7.0,0.0,0.0
254,2021-11-13,BAGAMANOC,13.9396368,124.2878298,4.0,0.0,0.0
255,2021-11-19,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,7.0
256,2022-01-07,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,0.0
257,2022-01-15,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0
258,2022-01-19,BAGAMANOC,13.9396368,124.2878298,8.0,0.0,0.0
259,2022-01-20,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,0.0
260,2022-01-21,BAGAMANOC,13.9396368,124.2878298,4.0,0.0,0.0
261,2022-01-24,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0
262,2022-01-26,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0
263,2022-01-27,BAGAMANOC,13.9396368,124.2878298,2.0,0.0,0.0
264,2022-01-29,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,4.0
265,2022-02-04,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,2.0
266,2022-02-09,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0
267,2022-03-04,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0
268,2022-08-18,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0
269,2022-09-19,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0
270,2022-08-29,BAGAMANOC,13.9396368,124.2878298,0.0,1.0,0.0
271,2023-05-21,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
272,2023-06-06,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
273,2023-06-10,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,2.0
274,2020-07-21,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
275,2020-08-16,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
276,2020-08-25,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
277,2020-11-01,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
278,2020-11-08,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
279,2021-03-28,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
280,2021-04-28,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
281,2021-05-04,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,4.0
282,2021-05-05,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,2.0
283,2021-05-08,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,4.0
284,2021-05-10,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
285,2021-05-15,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
286,2021-05-17,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,2.0
287,2021-06-28,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
288,2021-06-30,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,2.0
289,2021-07-04,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,5.0
290,2021-07-06,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,2.0
291,2021-07-10,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,6.0
292,2021-07-12,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
293,2021-07-14,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,4.0
294,2021-07-27,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
295,2021-08-03,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,3.0
296,2021-08-04,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,4.0
297,2021-08-11,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
298,2021-08-15,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,4.0
299,2021-08-16,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
300,2021-08-18,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,2.0
301,2021-08-21,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,4.0
302,2021-08-23,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
303,2021-08-28,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,2.0
304,2021-09-07,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
305,2021-09-08,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,3.0
306,2021-09-14,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,3.0
307,2021-09-15,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
