,Municipality/City,Province,Latitude,Longitude
547,Don Marcelino,Davao Occidental,6.1978508,125.6977653
548,Jose Abad Santos,Davao Occidental,5.9126489,125.6446931
549,Malita,Davao Occidental,6.4143745,125.6109051
550,Santa Maria,Davao Occidental,6.5508908,125.4748759
551,Sarangani,Davao Occidental,5.4122896,125.4219492
552,Baganga,Davao Oriental,7.5748266,126.5616958
553,Banaybanay,Davao Oriental,6.9671369,126.0110165
554,Boston,Davao Oriental,7.8702531,126.3764581
555,Caraga,Davao Oriental,7.3278968,126.5646286
556,Cateel,Davao Oriental,7.790089,126.4536942
557,Governor Generoso,Davao Oriental,6.6535259,126.0720099
558,Lupon,Davao Oriental,6.8978665,126.011908
559,Manay,Davao Oriental,7.214086,126.5393643
560,Mati,Davao Oriental,6.9514062,126.2167274
561,San Isidro,Davao Oriental,6.8360202,126.0868392
562,Tarragona,Davao Oriental,7.0486702,126.4461714
563,Basilisa,Dinagat Islands,9.9981678,125.5098276
564,Cagdianao,Dinagat Islands,9.9238959,125.6698325
565,Dinagat,Dinagat Islands,9.9612337,125.5918632
566,Libjo,Dinagat Islands,10.1941944,125.5316075
567,Loreto,Dinagat Islands,10.3595571,125.5788866
568,San Jose,Dinagat Islands,10.0084315,125.5695546
569,Tubajon,Dinagat Islands,10.3200557,125.5589422
570,Arteche,Eastern Samar,12.2695499,125.371313
571,Balangiga,Eastern Samar,11.1074484,125.387454
572,Balangkayan,Eastern Samar,11.4728,125.5108
573,Borongan,Eastern Samar,11.6085788,125.435328
574,Can-avid,Eastern Samar,11.9968852,125.4485155
575,Dolores,Eastern Samar,12.0374468,125.4831175
576,General MacArthur,Eastern Samar,11.2453437,125.5397546
577,Giporlos,Eastern Samar,11.1210881,125.4489009
578,Guiuan,Eastern Samar,11.0305112,125.7238087
579,Hernani,Eastern Samar,11.3232473,125.6190691
580,Jipapad,Eastern Samar,12.2860714,125.2352904
581,Lawaan,Eastern Samar,11.1403377,125.3009712
582,Llorente,Eastern Samar,11.4123071,125.5455987
583,Maslog,Eastern Samar,12.1578533,125.2471693
584,Maydolong,Eastern Samar,11.5010171,125.5016828
585,Mercedes,Eastern Samar,11.0986331,125.710348
586,Oras,Eastern Samar,12.1410311,125.4408359
587,Quinapondan,Eastern Samar,11.1577552,125.5212969
588,Salcedo,Eastern Samar,11.1491251,125.6632611
589,San Julian,Eastern Samar,11.7549638,125.455276
590,San Policarpo,Eastern Samar,12.1797056,125.5072461
591,Sulat,Eastern Samar,11.8152123,125.4530073
592,Taft,Eastern Samar,11.9049131,125.4164158
593,Buenavista,Guimaras,10.6970447,122.6479645
594,Jordan,Guimaras,10.6611675,122.5909592
595,Nueva Valencia,Guimaras,10.5264005,122.5400201
596,San Lorenzo,Guimaras,10.5919964,122.7021327
597,Sibunag,Guimaras,10.5036984,122.6306958
598,Aguinaldo,Ifugao,16.9781924,121.3281101
599,Alfonso Lista,Ifugao,16.9258489,121.4862314
600,Asipulo,Ifugao,16.7222884,121.0664555
601,Banaue,Ifugao,16.9117913,121.0614068
602,Hingyon,Ifugao,16.8511489,121.0991923
603,Hungduan,Ifugao,16.8377827,121.0054468
604,Kiangan,Ifugao,16.7791729,121.0856785
605,Lagawe,Ifugao,16.8013508,121.1242889
606,Lamut,Ifugao,16.6558187,121.2092663
607,Mayoyao,Ifugao,16.9726024,121.2221163
608,Tinoc,Ifugao,16.6754703,120.9363914
609,Adams,Ilocos Norte,18.4613108,120.903571
610,Bacarra,Ilocos Norte,18.2517377,120.6106589
611,Badoc,Ilocos Norte,17.9267006,120.4740893
612,Bangui,Ilocos Norte,18.5367387,120.7657563
613,Banna,Ilocos Norte,17.9799546,120.6549681
614,Batac,Ilocos Norte,18.0555035,120.5645243
615,Burgos,Ilocos Norte,18.5110086,120.6436311
616,Carasi,Ilocos Norte,18.1414459,120.821757
617,Currimao,Ilocos Norte,18.0194482,120.4868281
618,Dingras,Ilocos Norte,18.1034564,120.6977344
619,Dumalneg,Ilocos Norte,18.5203924,120.812245
620,Laoag,Ilocos Norte,18.1973235,120.5935433
621,Marcos,Ilocos Norte,18.0434949,120.6783103
622,Nueva Era,Ilocos Norte,17.9152782,120.6644106
623,Pagudpud,Ilocos Norte,18.5593916,120.7869782
624,Paoay,Ilocos Norte,18.0617813,120.5195093
625,Pasuquin,Ilocos Norte,18.3339819,120.6194886
626,Piddig,Ilocos Norte,18.1635915,120.7165263
627,Pinili,Ilocos Norte,17.9526115,120.5273877
628,San Nicolas,Ilocos Norte,18.174906,120.5943667
629,Sarrat,Ilocos Norte,18.1568444,120.6443463
630,Solsona,Ilocos Norte,18.0953562,120.7732123
631,Vintar,Ilocos Norte,18.2298827,120.6491083
632,Alilem,Ilocos Sur,16.8859992,120.5306897
633,Banayoyo,Ilocos Sur,17.2362842,120.4797383
634,Bantay,Ilocos Sur,17.5820178,120.3896288
635,Burgos,Ilocos Sur,17.3335331,120.4947775
636,Cabugao,Ilocos Sur,17.7944818,120.4549514
637,Candon,Ilocos Sur,17.1929894,120.4483993
638,Caoayan,Ilocos Sur,17.5468059,120.3827051
639,Cervantes,Ilocos Sur,16.989946,120.7354563
640,Galimuyod,Ilocos Sur,17.183128,120.4692241
641,Gregorio del Pilar,Ilocos Sur,17.1460297,120.6118325
642,Lidlidda,Ilocos Sur,17.2517706,120.5210619
643,Magsingal,Ilocos Sur,17.6851901,120.4257345
644,Nagbukel,Ilocos Sur,17.4472774,120.5260318
645,Narvacan,Ilocos Sur,17.4194242,120.4769173
646,Quirino,Ilocos Sur,17.1375583,120.6769986
647,Salcedo,Ilocos Sur,17.1510694,120.536337
648,San Emilio,Ilocos Sur,17.2382931,120.5787045
649,San Esteban,Ilocos Sur,17.3311208,120.4445227
650,San Ildefonso,Ilocos Sur,17.6249757,120.3931252
651,San Juan,Ilocos Sur,17.7422338,120.4583071
652,San Vicente,Ilocos Sur,17.5939099,120.3746171
653,Santa Catalina,Ilocos Sur,17.5888763,120.3633196
654,Santa Cruz,Ilocos Sur,17.0846929,120.4547867
655,Santa Lucia,Ilocos Sur,17.1204469,120.4491232
656,Santa Maria,Ilocos Sur,17.3698618,120.4808168
657,Santa,Ilocos Sur,17.4859899,120.4345364
658,Santiago,Ilocos Sur,17.2940877,120.4453175
659,Santo Domingo,Ilocos Sur,17.6390234,120.409813
660,Sigay,Ilocos Sur,17.0425835,120.5804799
661,Sinait,Ilocos Sur,17.8657434,120.4571865
662,Sugpon,Ilocos Sur,16.8444574,120.516718
663,Suyo,Ilocos Sur,16.983764,120.5151368
664,Tagudin,Ilocos Sur,16.9345656,120.445017
665,Vigan,Ilocos Sur,17.5755487,120.3872632
666,Ajuy,Iloilo,11.1713335,123.0199077
667,Alimodian,Iloilo,10.8167199,122.4317369
668,Anilao,Iloilo,10.9789447,122.7511638
669,Badiangan,Iloilo,10.9863355,122.5367496
670,Balasan,Iloilo,11.472018,123.0887179
671,Banate,Iloilo,11.0013359,122.8186296
672,Barotac Nuevo,Iloilo,10.8951917,122.7041185
673,Barotac Viejo,Iloilo,11.0419661,122.8505181
674,Batad,Iloilo,11.4180961,123.1099182
675,Bingawan,Iloilo,11.233264,122.5669641
676,Cabatuan,Iloilo,10.8798603,122.4819482
677,Calinog,Iloilo,11.1225592,122.5380376
678,Carles,Iloilo,11.5735531,123.133556
679,Concepcion,Iloilo,11.2147066,123.1087513
680,Dingle,Iloilo,11.0000758,122.6717839
681,Dueñas,Iloilo,11.0651622,122.6182682
682,Dumangas,Iloilo,10.8215809,122.712398
683,Estancia,Iloilo,11.4560924,123.1510998
684,Guimbal,Iloilo,10.6615215,122.3228567
685,Igbaras,Iloilo,10.7167462,122.2652065
686,Iloilo City,Iloilo,10.6926985,122.5736783
687,Janiuay,Iloilo,10.949146,122.5019623
688,Lambunao,Iloilo,11.0553435,122.4746304
689,Leganes,Iloilo,10.785528,122.5888137
690,Lemery,Iloilo,11.225827,122.9274305
691,Leon,Iloilo,10.7803736,122.388899
692,Maasin,Iloilo,10.8908217,122.4332818
693,Miagao,Iloilo,10.6410895,122.2355455
694,Mina,Iloilo,10.9300742,122.5742724
695,New Lucena,Iloilo,10.8776999,122.596704
696,Oton,Iloilo,10.693053,122.4782709
697,Passi,Iloilo,11.1173503,122.6468706
698,Pavia,Iloilo,10.7748057,122.5419293
699,Pototan,Iloilo,10.9421197,122.6358296
700,San Dionisio,Iloilo,11.2711575,123.0949468
701,San Enrique,Iloilo,11.0724172,122.6558905
702,San Joaquin,Iloilo,10.5870845,122.1417478
703,San Miguel,Iloilo,10.7814116,122.465155
704,San Rafael,Iloilo,11.1801338,122.8288492
705,Santa Barbara,Iloilo,10.8272284,122.5314745
706,Sara,Iloilo,11.2566801,123.0143933
707,Tigbauan,Iloilo,10.6744469,122.3761115
708,Tubungan,Iloilo,10.7653357,122.318261
709,Zarraga,Iloilo,10.8223786,122.6095819
710,Alicia,Isabela,16.7789338,121.6992173
711,Angadanan,Isabela,16.7568394,121.7480912
712,Aurora,Isabela,16.9908811,121.6358
713,Benito Soliven,Isabela,16.9865052,121.9578429
714,Burgos,Isabela,17.0678152,121.6936012
715,Cabagan,Isabela,17.4264795,121.764914
716,Cabatuan,Isabela,16.9533365,121.668882
717,Cauayan,Isabela,16.9335031,121.7743905
718,Cordon,Isabela,16.6739986,121.4662357
719,Delfin Albano,Isabela,17.3045743,121.7789303
720,Dinapigue,Isabela,16.5258231,122.2621516
721,Divilacan,Isabela,17.3325917,122.2996515
722,Echague,Isabela,16.70536,121.6749455
723,Gamu,Isabela,17.0473401,121.8333707
724,Ilagan,Isabela,17.1486341,121.8886466
725,Jones,Isabela,16.561296,121.7022613
726,Luna,Isabela,16.9683863,121.7293475
727,Maconacon,Isabela,17.3871286,122.2379036
728,Mallig,Isabela,17.2112124,121.6108848
729,Naguilian,Isabela,17.0231211,121.8356
730,Palanan,Isabela,17.0628683,122.4292704
731,Quezon,Isabela,17.3119421,121.6053889
732,Quirino,Isabela,17.1357747,121.7366679
733,Ramon,Isabela,16.7815027,121.5351148
734,Reina Mercedes,Isabela,16.9850846,121.8279423
735,Roxas,Isabela,17.121915,121.6199232
736,San Agustin,Isabela,16.5066966,121.7474086
737,San Guillermo,Isabela,16.7209774,121.8094689
738,San Isidro,Isabela,16.7341724,121.6345148
739,San Manuel,Isabela,17.0269105,121.6308091
740,San Mariano,Isabela,16.9835964,122.0127684
741,San Mateo,Isabela,16.88122,121.5878223
742,San Pablo,Isabela,17.4484981,121.7943953
743,Santa Maria,Isabela,17.4687748,121.7525091
744,Santiago,Isabela,16.6915963,121.5478637
745,Santo Tomas,Isabela,17.3989287,121.7668448
746,Tumauini,Isabela,17.2740459,121.809876
747,Balbalan,Kalinga,17.4414357,121.2016265
748,Lubuagan,Kalinga,17.3527589,121.1758075
749,Pasil,Kalinga,17.3890052,121.1581968
750,Pinukpuk,Kalinga,17.5759915,121.3674483
751,Rizal,Kalinga,17.4994886,121.5956717
752,Tabuk,Kalinga,17.4136195,121.4440137
753,Tanudan,Kalinga,17.2815631,121.2317848
754,Tinglayan,Kalinga,17.2659982,121.1482339
755,Agoo,La Union,16.3223973,120.3670036
756,Aringay,La Union,16.3946672,120.354351
757,Bacnotan,La Union,16.7202558,120.3525941
758,Bagulin,La Union,16.6062112,120.4373211
759,Balaoan,La Union,16.8208293,120.4025861
760,Bangar,La Union,16.8937811,120.4229597
761,Bauang,La Union,16.5265951,120.3292822
762,Burgos,La Union,16.5189301,120.4583283
763,Caba,La Union,16.4318378,120.3456178
764,Luna,La Union,16.853603,120.3776772
765,Naguilian,La Union,16.5313384,120.3941216
766,Pugo,La Union,16.3202994,120.4673523
767,Rosario,La Union,16.2299397,120.487704
768,San Fernando,La Union,16.6162676,120.317104
769,San Gabriel,La Union,16.673886,120.4011842
770,San Juan,La Union,16.6699328,120.3385507
771,Santo Tomas,La Union,16.2823499,120.3867155
772,Santol,La Union,16.7721697,120.4600563
773,Sudipen,La Union,16.9060713,120.4618395
774,Tubao,La Union,16.3470326,120.4126153
775,Alaminos,Laguna,14.0650417,121.2463809
776,Bay,Laguna,14.1809859,121.284764
777,Biñan,Laguna,14.3388259,121.0841826
778,Cabuyao,Laguna,14.2795538,121.1235712
779,Calamba,Laguna,14.2060217,121.1556496
780,Calauan,Laguna,14.1453986,121.3149851
781,Cavinti,Laguna,14.2453833,121.5070018
782,Famy,Laguna,14.4354493,121.4491564
783,Kalayaan,Laguna,14.3276464,121.4798659
784,Liliw,Laguna,14.1303236,121.4358499
785,Los Baños,Laguna,14.1775648,121.2214303
786,Luisiana,Laguna,14.1850164,121.5100243
787,Lumban,Laguna,14.2974791,121.4590515
788,Mabitac,Laguna,14.4259361,121.429439
789,Magdalena,Laguna,14.1996471,121.4292603
790,Majayjay,Laguna,14.1455816,121.4725083
791,Nagcarlan,Laguna,14.1365862,121.412739
792,Paete,Laguna,14.3641222,121.4815784
793,Pagsanjan,Laguna,14.2727689,121.4540022
794,Pakil,Laguna,14.3807742,121.4786229
795,Pangil,Laguna,14.4029123,121.4677652
796,Pila,Laguna,14.2347317,121.3640614
797,Rizal,Laguna,14.1100269,121.3934407
798,San Pablo,Laguna,14.0700502,121.3255974
799,San Pedro,Laguna,14.3639435,121.056771
800,Santa Cruz,Laguna,14.2818099,121.414977
801,Santa Maria,Laguna,14.4700204,121.4230494
802,Santa Rosa,Laguna,14.3146042,121.1137466
803,Siniloan,Laguna,14.4215284,121.444412
804,Victoria,Laguna,14.2270483,121.3280871
805,Bacolod,Lanao del Norte,8.1900792,124.0239856
806,Balo-i,Lanao del Norte,8.1155656,124.2220178
807,Baroy,Lanao del Norte,8.0244948,123.7794482
808,Iligan,Lanao del Norte,8.23,124.25
809,Kapatagan,Lanao del Norte,7.8959157,123.7671411
810,Kauswagan,Lanao del Norte,8.1886898,124.0864362
811,Kolambugan,Lanao del Norte,8.111282,123.8965933
812,Lala,Lanao del Norte,7.9733694,123.7476509
813,Linamon,Lanao del Norte,8.1839585,124.1569454
814,Magsaysay,Lanao del Norte,8.0347903,123.9131672
815,Maigo,Lanao del Norte,8.1586175,123.9610824
816,Matungao,Lanao del Norte,8.1332196,124.1671308
817,Munai,Lanao del Norte,8.0787755,124.052425
818,Nunungan,Lanao del Norte,7.7874638,123.9104982
819,Pantao Ragat,Lanao del Norte,8.0610559,124.1846453
820,Pantar,Lanao del Norte,8.061219,124.2642034
821,Poona Piagapo,Lanao del Norte,8.1328988,124.1177626
822,Salvador,Lanao del Norte,7.9031902,123.8408099
823,Sapad,Lanao del Norte,7.8458435,123.8364762
824,Sultan Naga Dimaporo,Lanao del Norte,7.7949239,123.7187454
825,Tagoloan,Lanao del Norte,8.1268565,124.2767478
826,Tangcal,Lanao del Norte,8.0459087,123.9418102
827,Tubod,Lanao del Norte,8.0486582,123.7961839
828,Amai Manabilang,Lanao del Sur,7.7872884,124.6818569
829,Bacolod-Kalawi,Lanao del Sur,7.8576753,124.1423567
830,Balabagan,Lanao del Sur,7.5093206,124.127834
831,Balindong,Lanao del Sur,7.9109446,124.1989271
832,Bayang,Lanao del Sur,7.793733,124.1972049
833,Binidayan,Lanao del Sur,7.7949244,124.1670371
834,Buadiposo-Buntong,Lanao del Sur,7.9654,124.37615
835,Bubong,Lanao del Sur,7.9833903,124.3855095
836,Butig,Lanao del Sur,7.7436836,124.3132473
837,Calanogas,Lanao del Sur,7.7335431,124.07895
838,Ditsaan-Ramain,Lanao del Sur,7.9788768,124.3516506
839,Ganassi,Lanao del Sur,7.8260261,124.1018827
840,Kapai,Lanao del Sur,8.0736026,124.3638057
841,Kapatagan,Lanao del Sur,7.5003296,124.1943761
842,Lumba-Bayabao,Lanao del Sur,7.8634383,124.370507
843,Lumbaca-Unayan,Lanao del Sur,7.749628,124.2059475
844,Lumbatan,Lanao del Sur,7.7848782,124.2552241
845,Lumbayanague,Lanao del Sur,7.7830764,124.2814217
846,Madalum,Lanao del Sur,7.8540188,124.1140094
847,Madamba,Lanao del Sur,7.8588264,124.050705
848,Maguing,Lanao del Sur,7.8887846,124.3712164
849,Malabang,Lanao del Sur,7.5927798,124.0686251
850,Marantao,Lanao del Sur,7.9482892,124.2315699
851,Marawi,Lanao del Sur,8.0047262,124.2854351
852,Marogong,Lanao del Sur,7.6754959,124.153302
853,Masiu,Lanao del Sur,7.8184459,124.3308048
854,Mulondo,Lanao del Sur,7.9170563,124.3615673
855,Pagayawan,Lanao del Sur,7.7965721,124.1001642
856,Piagapo,Lanao del Sur,7.989793,124.1796138
857,Picong,Lanao del Sur,7.6694893,123.9669805
858,Poona Bayabao,Lanao del Sur,7.8531283,124.3394332
859,Pualas,Lanao del Sur,7.8201575,124.0801292
860,Saguiaran,Lanao del Sur,8.0340831,124.2687239
861,Sultan Dumalondong,Lanao del Sur,7.75749,124.2574747
862,Tagoloan II,Lanao del Sur,8.0798345,124.4157352
863,Tamparan,Lanao del Sur,7.8765155,124.3264879
864,Taraka,Lanao del Sur,7.8998799,124.3339467
865,Tubaran,Lanao del Sur,7.7450128,124.1841657
866,Tugaya,Lanao del Sur,7.883728,124.17801
867,Wao,Lanao del Sur,7.6382215,124.7241605
868,Abuyog,Leyte,10.7467715,125.0120993
869,Alangalang,Leyte,11.2066762,124.8466247
870,Albuera,Leyte,10.9166552,124.6943663
871,Babatngon,Leyte,11.4231843,124.8448166
872,Barugo,Leyte,11.3246577,124.734946
873,Bato,Leyte,10.32793,124.7893242
874,Baybay,Leyte,10.6778023,124.7977531
875,Burauen,Leyte,10.9748709,124.8932225
876,Calubian,Leyte,11.4467301,124.4286683
877,Capoocan,Leyte,11.2932356,124.6426843
878,Carigara,Leyte,11.3017446,124.6872516
879,Dagami,Leyte,11.065407,124.9032144
880,Dulag,Leyte,10.9532437,125.0334522
881,Hilongos,Leyte,10.3733001,124.7488169
882,Hindang,Leyte,10.434445,124.7267437
883,Inopacan,Leyte,10.5003419,124.7398262
884,Isabel,Leyte,10.925975,124.4341465
885,Jaro,Leyte,11.1895192,124.7831875
886,Javier,Leyte,10.7929104,124.9362671
887,Julita,Leyte,10.9723393,124.9623212
888,Kananga,Leyte,11.1847129,124.561077
889,La Paz,Leyte,10.890486,124.9577957
890,Leyte,Leyte,11.3704698,124.4867592
891,MacArthur,Leyte,10.8354762,124.9958814
892,Mahaplag,Leyte,10.6052385,124.9646732
893,Matag-ob,Leyte,11.1455709,124.4722659
894,Matalom,Leyte,10.2821237,124.7858627
895,Mayorga,Leyte,10.9034481,125.0059346
896,Merida,Leyte,10.9081163,124.5383375
897,Ormoc,Leyte,11.0052935,124.6090753
898,Palo,Leyte,11.159448,124.9908138
899,Palompon,Leyte,11.0483792,124.3825547
900,Pastrana,Leyte,11.1367152,124.8864225
901,San Isidro,Leyte,11.4057556,124.3504917
902,San Miguel,Leyte,11.2945424,124.8297663
903,Santa Fe,Leyte,11.1858908,124.915326
904,Tabango,Leyte,11.3061737,124.371579
905,Tabontabon,Leyte,11.0426452,124.9650854
906,Tacloban,Leyte,11.24,125
907,Tanauan,Leyte,11.1112113,125.0169194
908,Tolosa,Leyte,11.0634389,125.0375888
909,Tunga,Leyte,11.2460631,124.7512738
910,Villaba,Leyte,11.2140014,124.3938038
911,Barira,Maguindanao del Norte,7.4707819,124.356424
912,Buldon,Maguindanao del Norte,7.5144498,124.3710663
913,Cotabato City,Maguindanao del Norte,7.2237628,124.2467062
914,Datu Blah T. Sinsuat,Maguindanao del Norte,7.0678918,124.0189526
915,Datu Odin Sinsuat,Maguindanao del Norte,7.0235591,124.3157123
916,Kabuntalan,Maguindanao del Norte,7.1180891,124.3639908
917,Matanog,Maguindanao del Norte,7.4668478,124.2585697
918,Northern Kabuntalan,Maguindanao del Norte,7.2019857,124.4764312
919,Parang,Maguindanao del Norte,7.3755802,124.267482
920,Sultan Kudarat,Maguindanao del Norte,7.271093,124.2919201
921,Sultan Mastura,Maguindanao del Norte,7.2981511,124.2852328
922,Talitay,Maguindanao del Norte,7.0352152,124.3745009
923,Upi,Maguindanao del Norte,7.0103624,124.160434
924,Ampatuan,Maguindanao del Sur,6.8321846,124.4571005
925,Buluan,Maguindanao del Sur,6.7166195,124.7865943
926,Datu Abdullah Sangki,Maguindanao del Sur,6.7666556,124.481723
927,Datu Anggal Midtimbang,Maguindanao del Sur,6.9931618,124.3415426
928,Datu Hoffer Ampatuan,Maguindanao del Sur,6.8580635,124.4245711
929,Datu Montawal,Maguindanao del Sur,7.077019,124.7487629
930,Datu Paglas,Maguindanao del Sur,6.7466118,124.8699956
931,Datu Piang,Maguindanao del Sur,7.0287661,124.499512
932,Datu Salibo,Maguindanao del Sur,6.9767315,124.4823832
933,Datu Saudi-Ampatuan,Maguindanao del Sur,6.9261327,124.4145057
934,Datu Unsay,Maguindanao del Sur,6.8812524,124.4355823
935,General Salipada K. Pendatun,Maguindanao del Sur,6.8267583,124.7540396
936,Guindulungan,Maguindanao del Sur,6.9766551,124.3862549
937,Mamasapano,Maguindanao del Sur,6.8926767,124.500925
938,Mangudadatu,Maguindanao del Sur,6.6467834,124.7859734
939,Pagalungan,Maguindanao del Sur,7.0599392,124.6992377
940,Paglat,Maguindanao del Sur,6.7806618,124.7850687
941,Pandag,Maguindanao del Sur,6.7411968,124.7836552
942,Rajah Buayan,Maguindanao del Sur,6.9077057,124.5514195
943,Shariff Aguak,Maguindanao del Sur,6.8610172,124.4444871
944,Shariff Saydona Mustapha,Maguindanao del Sur,6.8816312,124.4843998
945,South Upi,Maguindanao del Sur,6.8549414,124.1439996
946,Sultan sa Barongis,Maguindanao del Sur,6.8826611,124.6002051
947,Talayan,Maguindanao del Sur,6.9841524,124.3560226
948,Boac,Marinduque,13.4469207,121.8416045
949,Buenavista,Marinduque,13.2547446,121.9436522
950,Gasan,Marinduque,13.3239199,121.8466277
951,Mogpog,Marinduque,13.4737615,121.860663
952,Santa Cruz,Marinduque,13.4763975,122.0278552
953,Torrijos,Marinduque,13.3186924,122.0858558
954,Aroroy,Masbate,12.5118501,123.3975552
955,Baleno,Masbate,12.4738762,123.4975215
956,Balud,Masbate,12.0384347,123.1933683
957,Batuan,Masbate,12.4216283,123.779537
958,Cataingan,Masbate,11.9996467,123.9978457
959,Cawayan,Masbate,11.9283971,123.7692131
960,Claveria,Masbate,12.9034794,123.2457124
961,Dimasalang,Masbate,12.1931384,123.8586018
962,Esperanza,Masbate,11.7376454,124.0421642
963,Mandaon,Masbate,12.2266459,123.2849134
964,Masbate City,Masbate,12.3710899,123.6239223
965,Milagros,Masbate,12.218165,123.5093507
966,Mobo,Masbate,12.3366103,123.6580769
967,Monreal,Masbate,12.6441423,123.6637788
968,Palanas,Masbate,12.1459982,123.9222245
969,Pio V. Corpus,Masbate,11.8837245,124.0489113
970,Placer,Masbate,11.8702901,123.9182252
971,San Fernando,Masbate,12.4830672,123.7633301
972,San Jacinto,Masbate,12.5677,123.7337
973,San Pascual,Masbate,13.1281223,122.9775697
974,Uson,Masbate,12.2251109,123.78466
975,Caloocan,Metro Manila,14.651348,120.9724002
976,Las Piñas,Metro Manila,14.4809012,120.9817861
977,Makati,Metro Manila,14.5567949,121.0211226
978,Malabon,Metro Manila,14.6578504,120.9511261
979,Mandaluyong,Metro Manila,14.5774392,121.0338973
980,Manila,Metro Manila,14.5904492,120.9803621
981,Marikina,Metro Manila,14.6331084,121.0993541
982,Muntinlupa,Metro Manila,14.3892634,121.0449101
983,Navotas,Metro Manila,14.6571862,120.9479692
984,Parañaque,Metro Manila,14.5008116,120.9915327
985,Pasay,Metro Manila,14.5436995,120.9946503
986,Pasig,Metro Manila,14.5605166,121.0764343
987,Pateros,Metro Manila,14.5447555,121.067134
988,Quezon City,Metro Manila,14.6510546,121.0486254
989,San Juan,Metro Manila,14.6044363,121.0299469
990,Taguig,Metro Manila,14.5270538,121.0744942
991,Valenzuela,Metro Manila,14.6916903,120.9694534
992,Aloran,Misamis Occidental,8.4164194,123.8210876
993,Baliangao,Misamis Occidental,8.6603518,123.6024796
994,Bonifacio,Misamis Occidental,8.0522878,123.6139434
995,Calamba,Misamis Occidental,8.558237,123.644047
996,Clarin,Misamis Occidental,8.1998924,123.8616135
997,Concepcion,Misamis Occidental,8.4233368,123.6032778
998,Don Victoriano Chiongbian,Misamis Occidental,8.2492223,123.5673621
999,Jimenez,Misamis Occidental,8.3343655,123.8400281
1000,Lopez Jaena,Misamis Occidental,8.5530838,123.7657748
1001,Oroquieta,Misamis Occidental,8.4858864,123.8077767
1002,Ozamiz,Misamis Occidental,8.1470175,123.8459793
1003,Panaon,Misamis Occidental,8.362795,123.8409132
1004,Plaridel,Misamis Occidental,8.6198081,123.7113727
1005,Sapang Dalaga,Misamis Occidental,8.5422258,123.5670307
1006,Sinacaban,Misamis Occidental,8.2852005,123.8428482
1007,Tangub,Misamis Occidental,8.0609053,123.7512585
1008,Tudela,Misamis Occidental,8.2411877,123.8469059
1009,Alubijid,Misamis Oriental,8.5704786,124.4711949
1010,Balingasag,Misamis Oriental,8.7428634,124.7755689
1011,Balingoan,Misamis Oriental,9.0038881,124.8502124
1012,Binuangan,Misamis Oriental,8.921055,124.7850158
1013,Cagayan de Oro,Misamis Oriental,8.4756417,124.6421532
1014,Claveria,Misamis Oriental,8.6119415,124.8933887
1015,El Salvador,Misamis Oriental,8.5585108,124.5264381
1016,Gingoog,Misamis Oriental,8.8232748,125.1012978
1017,Gitagum,Misamis Oriental,8.5944139,124.4057538
1018,Initao,Misamis Oriental,8.4975425,124.3056107
1019,Jasaan,Misamis Oriental,8.6504031,124.7547085
1020,Kinoguitan,Misamis Oriental,8.9840257,124.7911165
1021,Lagonglong,Misamis Oriental,8.8058529,124.7877432
1022,Laguindingan,Misamis Oriental,8.5747178,124.4408927
1023,Libertad,Misamis Oriental,8.5627014,124.3522663
1024,Lugait,Misamis Oriental,8.3431526,124.2597747
1025,Magsaysay,Misamis Oriental,9.0193202,125.1805417
1026,Manticao,Misamis Oriental,8.4032763,124.2888219
1027,Medina,Misamis Oriental,8.911603,125.0245634
1028,Naawan,Misamis Oriental,8.4336209,124.2909727
1029,Opol,Misamis Oriental,8.5212429,124.5747574
1030,Salay,Misamis Oriental,8.8588765,124.7868157
1031,Sugbongcogon,Misamis Oriental,8.9553203,124.7853015
1032,Tagoloan,Misamis Oriental,8.5387132,124.75441
1033,Talisayan,Misamis Oriental,8.9974839,124.8846137
1034,Villanueva,Misamis Oriental,8.5837261,124.7698576
1035,Barlig,Mountain Province,17.0409263,121.0997536
1036,Bauko,Mountain Province,16.9902652,120.865329
1037,Besao,Mountain Province,17.0955228,120.8565903
1038,Bontoc,Mountain Province,17.0891276,120.977394
1039,Natonin,Mountain Province,17.1074577,121.2747091
1040,Paracelis,Mountain Province,17.1809095,121.4036126
1041,Sabangan,Mountain Province,17.0035277,120.9236583
1042,Sadanga,Mountain Province,17.1682043,121.0264409
1043,Sagada,Mountain Province,17.0844848,120.9005584
1044,Tadian,Mountain Province,16.9957868,120.8218214
1045,Bacolod,Negros Occidental,10.676458,122.950917
1046,Bago,Negros Occidental,10.5376299,122.8352802
1047,Binalbagan,Negros Occidental,10.1940763,122.8644542
1048,Cadiz,Negros Occidental,10.956652,123.3057034
1049,Calatrava,Negros Occidental,10.5940442,123.4763844
1050,Candoni,Negros Occidental,9.8306756,122.6429611
1051,Cauayan,Negros Occidental,9.972222,122.624444
1052,Don Salvador Benedicto,Negros Occidental,10.5769188,123.2202369
1053,Enrique B. Magalona,Negros Occidental,10.8770717,122.9814106
1054,Escalante,Negros Occidental,10.8412679,123.4992627
1055,Himamaylan,Negros Occidental,10.0992841,122.870539
1056,Hinigaran,Negros Occidental,10.2713832,122.8519909
1057,Hinoba-an,Negros Occidental,9.6021766,122.4670994
1058,Ilog,Negros Occidental,10.0256251,122.7682414
