,Date,Municipality,Latitude,Longitude,NewCases,Deaths,Recoveries,Year
27,2020-08-14,BARAS,13.6591045,124.3704682,1.0,0.0,0.0,2020
28,2020-08-14,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2020
29,2020-08-14,VIRAC,13.5803594,124.2312028,1.0,0.0,1.0,2020
30,2020-08-15,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2020
31,2020-08-16,BARAS,13.6591045,124.3704682,0.0,0.0,2.0,2020
32,2020-08-16,GIGMOTO,13.7786693,124.3911728,0.0,0.0,1.0,2020
33,2020-08-16,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0,2020
34,2020-08-16,CARAMORAN,13.9838351,124.1338718,0.0,0.0,1.0,2020
35,2020-08-16,VIRAC,13.5803594,124.2312028,3.0,0.0,1.0,2020
36,2020-08-16,PANGANIBAN,13.9081674,124.30082,0.0,0.0,1.0,2020
37,2020-08-21,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,0.0,2020
38,2020-08-21,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2020
39,2020-08-21,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
40,2020-08-21,PANGANIBAN,13.9081674,124.30082,1.0,0.0,0.0,2020
41,2020-08-22,PANGANIBAN,13.9081674,124.30082,1.0,0.0,0.0,2020
42,2020-08-22,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
43,2020-08-22,PANDAN,14.0492274,124.1702111,1.0,0.0,0.0,2020
44,2020-08-23,VIRAC,13.5803594,124.2312028,2.0,0.0,3.0,2020
45,2020-08-23,PANDAN,14.0492274,124.1702111,0.0,0.0,1.0,2020
46,2020-08-25,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
47,2020-08-25,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0,2020
48,2020-08-25,PANGANIBAN,13.9081674,124.30082,0.0,0.0,1.0,2020
49,2020-08-27,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
50,2020-08-28,VIRAC,13.5803594,124.2312028,3.0,0.0,0.0,2020
51,2020-08-29,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
52,2020-08-29,CARAMORAN,13.9838351,124.1338718,1.0,0.0,0.0,2020
53,2020-08-30,BATO,13.6080363,124.2977872,2.0,0.0,1.0,2020
54,2020-08-30,VIRAC,13.5803594,124.2312028,1.0,0.0,4.0,2020
55,2020-08-30,BARAS,13.6591045,124.3704682,0.0,0.0,3.0,2020
56,2020-08-31,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2020
57,2020-09-04,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
58,2020-09-05,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2020
59,2020-09-05,BARAS,13.6591045,124.3704682,4.0,0.0,0.0,2020
60,2020-09-05,VIGA,13.8715307,124.3087305,1.0,0.0,0.0,2020
61,2020-09-06,VIRAC,13.5803594,124.2312028,0.0,0.0,6.0,2020
62,2020-09-06,BATO,13.6080363,124.2977872,0.0,0.0,1.0,2020
63,2020-09-06,PANGANIBAN,13.9081674,124.30082,0.0,0.0,1.0,2020
64,2020-09-06,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,1.0,2020
65,2020-09-08,VIRAC,13.5803594,124.2312028,3.0,0.0,0.0,2020
66,2020-09-10,SAN MIGUEL,13.6403293,124.3031092,1.0,0.0,0.0,2020
67,2020-09-10,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2020
68,2020-09-12,CARAMORAN,13.9838351,124.1338718,1.0,0.0,0.0,2020
69,2020-09-12,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2020
70,2020-09-12,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2020
71,2020-09-13,VIRAC,13.5803594,124.2312028,1.0,0.0,4.0,2020
72,2020-09-13,PANGANIBAN,13.9081674,124.30082,0.0,0.0,1.0,2020
73,2020-09-13,BATO,13.6080363,124.2977872,0.0,0.0,1.0,2020
74,2020-09-13,PANDAN,14.0492274,124.1702111,0.0,0.0,1.0,2020
75,2020-09-14,VIRAC,13.5803594,124.2312028,0.0,1.0,0.0,2020
76,2020-09-15,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
77,2020-09-15,PANDAN,14.0492274,124.1702111,2.0,0.0,0.0,2020
78,2020-09-18,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
79,2020-09-20,BARAS,13.6591045,124.3704682,0.0,0.0,1.0,2020
80,2020-09-20,VIRAC,13.5803594,124.2312028,0.0,0.0,4.0,2020
81,2020-09-20,BATO,13.6080363,124.2977872,0.0,0.0,2.0,2020
82,2020-09-20,CARAMORAN,13.9838351,124.1338718,0.0,0.0,1.0,2020
83,2020-09-20,SAN MIGUEL,13.6403293,124.3031092,0.0,0.0,1.0,2020
84,2020-09-22,VIGA,13.8715307,124.3087305,1.0,0.0,0.0,2020
85,2020-09-22,VIRAC,13.5803594,124.2312028,4.0,0.0,0.0,2020
86,2020-09-22,PANDAN,14.0492274,124.1702111,1.0,0.0,0.0,2020
87,2020-09-23,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
88,2020-09-24,VIRAC,13.5803594,124.2312028,4.0,0.0,0.0,2020
89,2020-09-24,SAN MIGUEL,13.6403293,124.3031092,1.0,0.0,0.0,2020
90,2020-09-27,VIGA,13.8715307,124.3087305,0.0,0.0,1.0,2020
91,2020-09-27,BARAS,13.6591045,124.3704682,0.0,0.0,3.0,2020
92,2020-09-27,CARAMORAN,13.9838351,124.1338718,0.0,0.0,1.0,2020
93,2020-09-27,BATO,13.6080363,124.2977872,0.0,0.0,1.0,2020
94,2020-09-27,VIRAC,13.5803594,124.2312028,2.0,0.0,8.0,2020
95,2020-09-29,PANGANIBAN,13.9081674,124.30082,1.0,0.0,0.0,2020
96,2020-10-02,VIRAC,13.5803594,124.2312028,0.0,1.0,0.0,2020
97,2020-10-04,PANGANIBAN,13.9081674,124.30082,2.0,0.0,0.0,2020
98,2020-10-04,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,0.0,2020
99,2020-10-04,VIRAC,13.5803594,124.2312028,1.0,0.0,7.0,2020
100,2020-10-04,PANDAN,14.0492274,124.1702111,0.0,0.0,2.0,2020
101,2020-10-06,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2020
102,2020-10-08,PANGANIBAN,13.9081674,124.30082,1.0,0.0,0.0,2020
103,2020-10-09,VIRAC,13.5803594,124.2312028,1.0,0.0,1.0,2020
104,2020-10-11,SAN MIGUEL,13.6403293,124.3031092,0.0,0.0,1.0,2020
105,2020-10-11,PANDAN,14.0492274,124.1702111,0.0,0.0,1.0,2020
106,2020-10-11,VIGA,13.8715307,124.3087305,0.0,0.0,1.0,2020
107,2020-10-11,VIRAC,13.5803594,124.2312028,1.0,0.0,4.0,2020
108,2020-10-13,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2020
109,2020-10-15,VIRAC,13.5803594,124.2312028,0.0,0.0,2.0,2020
110,2020-10-16,VIRAC,13.5803594,124.2312028,1.0,0.0,1.0,2020
111,2020-10-16,CARAMORAN,13.9838351,124.1338718,1.0,0.0,0.0,2020
112,2020-10-18,PANGANIBAN,13.9081674,124.30082,0.0,0.0,1.0,2020
113,2020-10-19,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2020
114,2020-10-19,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,0.0,2020
115,2020-10-19,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0,2020
116,2020-10-20,BARAS,13.6591045,124.3704682,1.0,0.0,0.0,2020
117,2020-10-20,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0,2020
118,2020-10-20,SAN MIGUEL,13.6403293,124.3031092,1.0,0.0,0.0,2020
119,2020-10-23,PANDAN,14.0492274,124.1702111,1.0,0.0,0.0,2020
120,2020-10-23,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
121,2020-10-25,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,1.0,2020
122,2020-10-25,VIRAC,13.5803594,124.2312028,1.0,0.0,4.0,2020
123,2020-10-25,PANGANIBAN,13.9081674,124.30082,0.0,0.0,2.0,2020
124,2020-10-25,CARAMORAN,13.9838351,124.1338718,0.0,0.0,1.0,2020
125,2020-10-28,GIGMOTO,13.7786693,124.3911728,1.0,0.0,0.0,2020
126,2020-10-28,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
127,2020-10-28,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2020
128,2020-11-01,BATO,13.6080363,124.2977872,0.0,0.0,1.0,2020
129,2020-11-01,VIRAC,13.5803594,124.2312028,0.0,0.0,3.0,2020
130,2020-11-01,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0,2020
131,2020-11-01,GIGMOTO,13.7786693,124.3911728,1.0,0.0,0.0,2020
132,2020-11-01,PANGANIBAN,13.9081674,124.30082,0.0,0.0,1.0,2020
133,2020-11-01,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,1.0,2020
134,2020-11-03,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
135,2020-11-07,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,0.0,2020
136,2020-11-08,PANDAN,14.0492274,124.1702111,0.0,0.0,1.0,2020
137,2020-11-08,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0,2020
138,2020-11-08,VIRAC,13.5803594,124.2312028,0.0,0.0,2.0,2020
139,2020-11-08,BARAS,13.6591045,124.3704682,0.0,0.0,1.0,2020
140,2020-11-08,SAN MIGUEL,13.6403293,124.3031092,0.0,0.0,1.0,2020
141,2020-11-15,BATO,13.6080363,124.2977872,0.0,0.0,1.0,2020
142,2020-11-15,GIGMOTO,13.7786693,124.3911728,0.0,0.0,2.0,2020
143,2020-11-15,VIRAC,13.5803594,124.2312028,0.0,0.0,1.0,2020
144,2020-11-16,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
145,2020-11-18,BARAS,13.6591045,124.3704682,1.0,0.0,0.0,2020
146,2020-11-21,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2020
147,2020-11-22,VIRAC,13.5803594,124.2312028,0.0,0.0,1.0,2020
148,2020-11-22,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,1.0,2020
149,2020-11-24,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2020
150,2020-11-29,VIRAC,13.5803594,124.2312028,0.0,0.0,1.0,2020
151,2020-11-29,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,0.0,2020
152,2020-12-06,VIRAC,13.5803594,124.2312028,1.0,0.0,2.0,2020
153,2020-12-06,BARAS,13.6591045,124.3704682,0.0,0.0,1.0,2020
154,2020-12-13,VIRAC,13.5803594,124.2312028,0.0,0.0,2.0,2020
155,2020-12-13,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,1.0,2020
156,2020-12-14,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2020
157,2020-12-15,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2020
158,2020-12-17,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2020
159,2020-12-19,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
160,2020-12-20,VIRAC,13.5803594,124.2312028,0.0,0.0,1.0,2020
161,2020-12-21,GIGMOTO,13.7786693,124.3911728,1.0,0.0,0.0,2020
162,2020-12-22,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2020
163,2020-12-22,VIRAC,13.5803594,124.2312028,3.0,0.0,0.0,2020
164,2020-12-23,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2020
165,2020-12-24,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,0.0,2020
166,2020-12-25,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2020
167,2020-12-25,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,0.0,2020
168,2021-01-01,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2021
169,2021-01-01,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,0.0,2021
170,2021-01-03,VIRAC,13.5803594,124.2312028,0.0,0.0,5.0,2021
171,2021-01-03,GIGMOTO,13.7786693,124.3911728,0.0,0.0,1.0,2021
172,2021-01-03,BATO,13.6080363,124.2977872,0.0,0.0,1.0,2021
173,2021-01-10,BATO,13.6080363,124.2977872,0.0,0.0,3.0,2021
174,2021-01-10,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,3.0,2021
175,2021-01-10,VIRAC,13.5803594,124.2312028,0.0,0.0,4.0,2021
176,2021-01-13,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2021
177,2021-01-13,SAN ANDRES,13.5989151,124.0969685,2.0,0.0,0.0,2021
178,2021-01-14,BATO,13.6080363,124.2977872,3.0,0.0,0.0,2021
179,2021-01-14,VIRAC,13.5803594,124.2312028,6.0,0.0,0.0,2021
180,2021-01-14,SAN MIGUEL,13.6403293,124.3031092,1.0,0.0,0.0,2021
181,2021-01-15,SAN ANDRES,13.5989151,124.0969685,5.0,0.0,1.0,2021
182,2021-01-15,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
183,2021-01-16,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,1.0,2021
184,2021-01-17,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2021
185,2021-01-22,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2021
186,2021-01-24,SAN ANDRES,13.5989151,124.0969685,2.0,0.0,3.0,2021
187,2021-01-24,VIRAC,13.5803594,124.2312028,2.0,0.0,5.0,2021
188,2021-01-24,BATO,13.6080363,124.2977872,0.0,0.0,3.0,2021
189,2021-01-24,SAN MIGUEL,13.6403293,124.3031092,0.0,0.0,1.0,2021
190,2021-01-26,VIRAC,13.5803594,124.2312028,3.0,0.0,0.0,2021
191,2021-01-28,VIRAC,13.5803594,124.2312028,1.0,1.0,0.0,2021
192,2021-01-28,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2021
193,2021-01-31,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,2.0,2021
194,2021-01-31,PANDAN,14.0492274,124.1702111,1.0,0.0,0.0,2021
195,2021-01-31,VIRAC,13.5803594,124.2312028,5.0,0.0,5.0,2021
196,2021-02-01,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,0.0,2021
197,2021-02-01,SAN MIGUEL,13.6403293,124.3031092,1.0,0.0,0.0,2021
198,2021-02-02,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
199,2021-02-02,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2021
200,2021-02-05,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
201,2021-02-07,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,2.0,2021
202,2021-02-07,PANDAN,14.0492274,124.1702111,1.0,0.0,0.0,2021
203,2021-02-07,BATO,13.6080363,124.2977872,1.0,0.0,1.0,2021
204,2021-02-07,VIRAC,13.5803594,124.2312028,0.0,0.0,2.0,2021
205,2021-02-09,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
206,2021-02-13,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
207,2021-02-14,VIGA,13.8715307,124.3087305,1.0,0.0,0.0,2021
208,2021-02-14,PANDAN,14.0492274,124.1702111,0.0,0.0,1.0,2021
209,2021-02-14,BATO,13.6080363,124.2977872,0.0,0.0,1.0,2021
210,2021-02-14,VIRAC,13.5803594,124.2312028,3.0,0.0,9.0,2021
211,2021-02-14,CARAMORAN,13.9838351,124.1338718,2.0,0.0,0.0,2021
212,2021-02-15,PANGANIBAN,13.9081674,124.30082,1.0,0.0,0.0,2021
213,2021-02-16,BARAS,13.6591045,124.3704682,1.0,0.0,0.0,2021
214,2021-02-17,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
215,2021-02-18,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,0.0,2021
216,2021-02-18,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
217,2021-02-19,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2021
218,2021-02-20,VIGA,13.8715307,124.3087305,2.0,0.0,0.0,2021
219,2021-02-21,VIRAC,13.5803594,124.2312028,0.0,0.0,2.0,2021
220,2021-02-21,SAN MIGUEL,13.6403293,124.3031092,0.0,0.0,1.0,2021
221,2021-02-21,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,1.0,2021
222,2021-02-21,PANDAN,14.0492274,124.1702111,0.0,0.0,1.0,2021
223,2021-02-21,BATO,13.6080363,124.2977872,0.0,0.0,2.0,2021
224,2021-02-22,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2021
225,2021-02-22,VIGA,13.8715307,124.3087305,1.0,0.0,0.0,2021
226,2021-02-25,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
227,2021-02-26,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
228,2021-02-27,PANDAN,14.0492274,124.1702111,1.0,0.0,0.0,2021
229,2021-02-27,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
230,2021-02-27,VIGA,13.8715307,124.3087305,2.0,0.0,0.0,2021
231,2021-02-28,VIRAC,13.5803594,124.2312028,0.0,0.0,4.0,2021
232,2021-02-28,PANDAN,14.0492274,124.1702111,1.0,0.0,0.0,2021
233,2021-02-28,CARAMORAN,13.9838351,124.1338718,0.0,0.0,1.0,2021
234,2021-02-28,VIGA,13.8715307,124.3087305,0.0,0.0,1.0,2021
235,2021-03-01,VIGA,13.8715307,124.3087305,1.0,0.0,0.0,2021
236,2021-03-01,VIRAC,13.5803594,124.2312028,3.0,0.0,0.0,2021
237,2021-03-03,PANDAN,14.0492274,124.1702111,1.0,0.0,0.0,2021
238,2021-03-04,VIGA,13.8715307,124.3087305,6.0,0.0,0.0,2021
239,2021-03-04,PANDAN,14.0492274,124.1702111,2.0,0.0,0.0,2021
240,2021-03-04,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0,2021
241,2021-03-06,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2021
242,2021-03-06,CARAMORAN,13.9838351,124.1338718,1.0,0.0,0.0,2021
243,2021-03-06,VIRAC,13.5803594,124.2312028,3.0,0.0,0.0,2021
244,2021-03-07,VIRAC,13.5803594,124.2312028,0.0,0.0,3.0,2021
245,2021-03-07,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,1.0,2021
246,2021-03-07,VIGA,13.8715307,124.3087305,0.0,0.0,2.0,2021
247,2021-03-07,PANGANIBAN,13.9081674,124.30082,0.0,0.0,1.0,2021
248,2021-03-07,BARAS,13.6591045,124.3704682,0.0,0.0,1.0,2021
249,2021-03-08,VIGA,13.8715307,124.3087305,2.0,0.0,0.0,2021
250,2021-03-08,PANDAN,14.0492274,124.1702111,1.0,0.0,0.0,2021
251,2021-03-08,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2021
252,2021-03-10,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2021
253,2021-03-10,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2021
254,2021-03-13,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2021
255,2021-03-13,CARAMORAN,13.9838351,124.1338718,0.0,0.0,1.0,2021
256,2021-03-13,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
257,2021-03-14,VIGA,13.8715307,124.3087305,0.0,0.0,3.0,2021
258,2021-03-14,VIRAC,13.5803594,124.2312028,0.0,0.0,5.0,2021
259,2021-03-15,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
260,2021-03-18,SAN ANDRES,13.5989151,124.0969685,3.0,0.0,0.0,2021
261,2021-03-19,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
262,2021-03-19,PANGANIBAN,13.9081674,124.30082,1.0,0.0,0.0,2021
263,2021-03-21,VIGA,13.8715307,124.3087305,0.0,0.0,7.0,2021
264,2021-03-21,VIRAC,13.5803594,124.2312028,0.0,0.0,5.0,2021
265,2021-03-21,PANDAN,14.0492274,124.1702111,0.0,0.0,3.0,2021
266,2021-03-21,CARAMORAN,13.9838351,124.1338718,0.0,0.0,1.0,2021
267,2021-03-22,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2021
268,2021-03-22,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,0.0,2021
269,2021-03-23,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2021
270,2021-03-25,CARAMORAN,13.9838351,124.1338718,1.0,0.0,0.0,2021
271,2021-03-25,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2021
272,2021-03-27,VIGA,13.8715307,124.3087305,1.0,0.0,0.0,2021
273,2021-03-27,VIRAC,13.5803594,124.2312028,0.0,0.0,1.0,2021
274,2021-03-28,VIRAC,13.5803594,124.2312028,0.0,0.0,5.0,2021
275,2021-03-28,VIGA,13.8715307,124.3087305,0.0,0.0,2.0,2021
276,2021-03-28,BATO,13.6080363,124.2977872,0.0,0.0,2.0,2021
277,2021-03-28,PANDAN,14.0492274,124.1702111,0.0,0.0,1.0,2021
278,2021-03-28,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0,2021
279,2021-03-29,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2021
280,2021-03-29,SAN ANDRES,13.5989151,124.0969685,2.0,0.0,0.0,2021
281,2021-03-30,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,0.0,2021
282,2021-03-30,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
283,2021-04-01,VIRAC,13.5803594,124.2312028,2.0,0.0,0.0,2021
284,2021-04-01,CARAMORAN,13.9838351,124.1338718,1.0,0.0,0.0,2021
285,2021-04-01,SAN ANDRES,13.5989151,124.0969685,2.0,0.0,0.0,2021
286,2021-04-03,VIGA,13.8715307,124.3087305,1.0,0.0,0.0,2021
287,2021-04-03,VIRAC,13.5803594,124.2312028,4.0,0.0,0.0,2021
288,2021-04-04,PANGANIBAN,13.9081674,124.30082,0.0,0.0,1.0,2021
289,2021-04-04,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,3.0,2021
290,2021-04-04,BARAS,13.6591045,124.3704682,1.0,0.0,0.0,2021
291,2021-04-04,VIRAC,13.5803594,124.2312028,1.0,0.0,2.0,2021
292,2021-04-05,SAN MIGUEL,13.6403293,124.3031092,1.0,0.0,0.0,2021
293,2021-04-07,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
294,2021-04-07,PANDAN,14.0492274,124.1702111,0.0,1.0,0.0,2021
295,2021-04-07,SAN ANDRES,13.5989151,124.0969685,0.0,1.0,0.0,2021
296,2021-04-08,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
297,2021-04-08,SAN MIGUEL,13.6403293,124.3031092,1.0,0.0,0.0,2021
298,2021-04-08,SAN ANDRES,13.5989151,124.0969685,1.0,0.0,0.0,2021
299,2021-04-08,BARAS,13.6591045,124.3704682,1.0,0.0,0.0,2021
300,2021-04-08,CARAMORAN,13.9838351,124.1338718,1.0,0.0,0.0,2021
301,2021-04-09,VIGA,13.8715307,124.3087305,1.0,0.0,0.0,2021
302,2021-04-10,CARAMORAN,13.9838351,124.1338718,1.0,0.0,0.0,2021
303,2021-04-10,SAN MIGUEL,13.6403293,124.3031092,1.0,0.0,0.0,2021
304,2021-04-11,VIRAC,13.5803594,124.2312028,1.0,0.0,2.0,2021
305,2021-04-11,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,1.0,2021
306,2021-04-11,BATO,13.6080363,124.2977872,1.0,0.0,1.0,2021
307,2021-04-11,VIGA,13.8715307,124.3087305,0.0,0.0,1.0,2021
308,2021-04-11,CARAMORAN,13.9838351,124.1338718,0.0,0.0,1.0,2021
309,2021-04-15,CARAMORAN,13.9838351,124.1338718,1.0,0.0,0.0,2021
310,2021-04-15,VIRAC,13.5803594,124.2312028,1.0,0.0,0.0,2021
311,2021-04-15,PANGANIBAN,13.9081674,124.30082,1.0,0.0,0.0,2021
312,2021-04-16,BARAS,13.6591045,124.3704682,1.0,0.0,0.0,2021
313,2021-04-18,CARAMORAN,13.9838351,124.1338718,0.0,0.0,1.0,2021
314,2021-04-18,VIGA,13.8715307,124.3087305,0.0,0.0,1.0,2021
315,2021-04-18,BATO,13.6080363,124.2977872,0.0,0.0,1.0,2021
316,2021-04-18,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,4.0,2021
317,2021-04-18,VIRAC,13.5803594,124.2312028,0.0,0.0,9.0,2021
318,2021-04-19,BARAS,13.6591045,124.3704682,1.0,0.0,1.0,2021
319,2021-04-19,PANDAN,14.0492274,124.1702111,1.0,0.0,0.0,2021
320,2021-04-19,SAN MIGUEL,13.6403293,124.3031092,0.0,0.0,1.0,2021
321,2021-04-19,SAN ANDRES,13.5989151,124.0969685,0.0,0.0,1.0,2021
322,2021-04-19,VIRAC,13.5803594,124.2312028,1.0,0.0,1.0,2021
323,2021-04-19,BATO,13.6080363,124.2977872,1.0,0.0,0.0,2021
324,2021-04-19,BAGAMANOC,13.9396368,124.2878298,1.0,0.0,0.0,2021
325,2021-04-21,VIRAC,13.5803594,124.2312028,0.0,0.0,2.0,2021
