,Year,CityMunRes,Sex,Age,AgeGroup,count,AgeGroupVac,AgeGroupHosp
1891,2023,CARAMORAN,FEMALE,19.0,15 to 19,1,15 to 44,15 to 19
1892,2023,CARAMORAN,FEMALE,21.0,20 to 24,2,15 to 44,20 to 24
1893,2023,CARAMORAN,FEMALE,25.0,25 to 29,1,15 to 44,25 to 29
1894,2023,CARAMORAN,FEMALE,27.0,25 to 29,1,15 to 44,25 to 29
1895,2023,CARAMORAN,FEMALE,29.0,25 to 29,1,15 to 44,25 to 29
1896,2023,CARAMORAN,FEMALE,31.0,30 to 34,1,15 to 44,30 to 34
1897,2023,CARAMORAN,FEMALE,37.0,35 to 39,1,15 to 44,35 to 39
1898,2023,CARAMORAN,FEMALE,39.0,35 to 39,1,15 to 44,35 to 39
1899,2023,CARAMORAN,FEMALE,45.0,45 to 49,1,45 to 59,45 to 49
1900,2023,CARAMORAN,FEMALE,57.0,55 to 59,1,45 to 59,55 to 59
1901,2023,CARAMORAN,FEMALE,58.0,55 to 59,1,45 to 59,55 to 59
1902,2023,CARAMORAN,FEMALE,59.0,55 to 59,3,45 to 59,55 to 59
1903,2023,CARAMORAN,FEMALE,85.0,80+,1,80+,80+
1904,2023,CARAMORAN,FEMALE,89.0,80+,1,80+,80+
1905,2023,CARAMORAN,FEMALE,93.0,80+,1,80+,80+
1906,2023,CARAMORAN,MALE,0.0,0 to 4,1,0 to 14,0 to 11
1907,2023,CARAMORAN,MALE,18.0,15 to 19,1,15 to 44,15 to 19
1908,2023,CARAMORAN,MALE,26.0,25 to 29,1,15 to 44,25 to 29
1909,2023,CARAMORAN,MALE,28.0,25 to 29,4,15 to 44,25 to 29
1910,2023,CARAMORAN,MALE,56.0,55 to 59,1,45 to 59,55 to 59
1911,2023,GIGMOTO,FEMALE,0.0,0 to 4,1,0 to 14,0 to 11
1912,2023,GIGMOTO,FEMALE,24.0,20 to 24,1,15 to 44,20 to 24
1913,2023,GIGMOTO,FEMALE,31.0,30 to 34,2,15 to 44,30 to 34
1914,2023,GIGMOTO,FEMALE,51.0,50 to 54,1,45 to 59,50 to 54
1915,2023,GIGMOTO,FEMALE,62.0,60 to 64,1,60 to 69,60 to 64
1916,2023,GIGMOTO,MALE,0.0,0 to 4,1,0 to 14,0 to 11
1917,2023,GIGMOTO,MALE,16.0,15 to 19,1,15 to 44,15 to 19
1918,2023,GIGMOTO,MALE,19.0,15 to 19,1,15 to 44,15 to 19
1919,2023,GIGMOTO,MALE,66.0,65 to 69,1,60 to 69,65 to 69
1920,2023,GIGMOTO,MALE,107.0,80+,1,80+,80+
1921,2023,PANDAN,FEMALE,0.0,0 to 4,2,0 to 14,0 to 11
1922,2023,PANDAN,FEMALE,1.0,0 to 4,1,0 to 14,0 to 11
1923,2023,PANDAN,FEMALE,20.0,20 to 24,1,15 to 44,20 to 24
1924,2023,PANDAN,FEMALE,41.0,40 to 44,1,15 to 44,40 to 44
1925,2023,PANDAN,FEMALE,42.0,40 to 44,1,15 to 44,40 to 44
1926,2023,PANDAN,FEMALE,50.0,50 to 54,1,45 to 59,50 to 54
1927,2023,PANDAN,FEMALE,56.0,55 to 59,1,45 to 59,55 to 59
1928,2023,PANDAN,FEMALE,87.0,80+,1,80+,80+
1929,2023,PANDAN,MALE,0.0,0 to 4,2,0 to 14,0 to 11
1930,2023,PANDAN,MALE,32.0,30 to 34,1,15 to 44,30 to 34
1931,2023,PANDAN,MALE,54.0,50 to 54,1,45 to 59,50 to 54
1932,2023,PANGANIBAN (PAYO),FEMALE,80.0,80+,1,80+,80+
1933,2023,PANGANIBAN (PAYO),FEMALE,90.0,80+,1,80+,80+
1934,2023,PANGANIBAN (PAYO),MALE,44.0,40 to 44,1,15 to 44,40 to 44
1935,2023,SAN ANDRES (CALOLBON),FEMALE,7.0,5 to 9,1,0 to 14,0 to 11
1936,2023,SAN ANDRES (CALOLBON),FEMALE,11.0,10 to 14,1,0 to 14,0 to 11
1937,2023,SAN ANDRES (CALOLBON),FEMALE,19.0,15 to 19,1,15 to 44,15 to 19
1938,2023,SAN ANDRES (CALOLBON),FEMALE,25.0,25 to 29,1,15 to 44,25 to 29
1939,2023,SAN ANDRES (CALOLBON),FEMALE,26.0,25 to 29,1,15 to 44,25 to 29
1940,2023,SAN ANDRES (CALOLBON),FEMALE,28.0,25 to 29,2,15 to 44,25 to 29
1941,2023,SAN ANDRES (CALOLBON),FEMALE,29.0,25 to 29,2,15 to 44,25 to 29
1942,2023,SAN ANDRES (CALOLBON),FEMALE,32.0,30 to 34,1,15 to 44,30 to 34
1943,2023,SAN ANDRES (CALOLBON),FEMALE,37.0,35 to 39,1,15 to 44,35 to 39
1944,2023,SAN ANDRES (CALOLBON),FEMALE,38.0,35 to 39,2,15 to 44,35 to 39
1945,2023,SAN ANDRES (CALOLBON),FEMALE,52.0,50 to 54,1,45 to 59,50 to 54
1946,2023,SAN ANDRES (CALOLBON),FEMALE,55.0,55 to 59,1,45 to 59,55 to 59
1947,2023,SAN ANDRES (CALOLBON),FEMALE,56.0,55 to 59,1,45 to 59,55 to 59
1948,2023,SAN ANDRES (CALOLBON),FEMALE,57.0,55 to 59,1,45 to 59,55 to 59
1949,2023,SAN ANDRES (CALOLBON),FEMALE,59.0,55 to 59,2,45 to 59,55 to 59
1950,2023,SAN ANDRES (CALOLBON),FEMALE,75.0,75 to 79,1,70 to 79,75 to 79
1951,2023,SAN ANDRES (CALOLBON),FEMALE,81.0,80+,1,80+,80+
1952,2023,SAN ANDRES (CALOLBON),MALE,0.0,0 to 4,3,0 to 14,0 to 11
1953,2023,SAN ANDRES (CALOLBON),MALE,12.0,10 to 14,1,0 to 14,12 to 14
1954,2023,SAN ANDRES (CALOLBON),MALE,36.0,35 to 39,2,15 to 44,35 to 39
1955,2023,SAN ANDRES (CALOLBON),MALE,37.0,35 to 39,1,15 to 44,35 to 39
1956,2023,SAN ANDRES (CALOLBON),MALE,38.0,35 to 39,1,15 to 44,35 to 39
1957,2023,SAN ANDRES (CALOLBON),MALE,66.0,65 to 69,1,60 to 69,65 to 69
1958,2023,SAN ANDRES (CALOLBON),MALE,71.0,70 to 74,1,70 to 79,70 to 74
1959,2023,SAN ANDRES (CALOLBON),MALE,82.0,80+,1,80+,80+
1960,2023,SAN ANDRES (CALOLBON),MALE,89.0,80+,1,80+,80+
1961,2023,SAN MIGUEL,FEMALE,20.0,20 to 24,1,15 to 44,20 to 24
1962,2023,SAN MIGUEL,FEMALE,22.0,20 to 24,2,15 to 44,20 to 24
1963,2023,SAN MIGUEL,FEMALE,27.0,25 to 29,1,15 to 44,25 to 29
1964,2023,SAN MIGUEL,FEMALE,30.0,30 to 34,1,15 to 44,30 to 34
1965,2023,SAN MIGUEL,FEMALE,31.0,30 to 34,1,15 to 44,30 to 34
1966,2023,SAN MIGUEL,FEMALE,32.0,30 to 34,3,15 to 44,30 to 34
1967,2023,SAN MIGUEL,FEMALE,38.0,35 to 39,1,15 to 44,35 to 39
1968,2023,SAN MIGUEL,FEMALE,40.0,40 to 44,1,15 to 44,40 to 44
1969,2023,SAN MIGUEL,FEMALE,51.0,50 to 54,2,45 to 59,50 to 54
1970,2023,SAN MIGUEL,FEMALE,53.0,50 to 54,1,45 to 59,50 to 54
1971,2023,SAN MIGUEL,FEMALE,54.0,50 to 54,1,45 to 59,50 to 54
1972,2023,SAN MIGUEL,FEMALE,56.0,55 to 59,1,45 to 59,55 to 59
1973,2023,SAN MIGUEL,FEMALE,77.0,75 to 79,1,70 to 79,75 to 79
1974,2023,SAN MIGUEL,MALE,0.0,0 to 4,2,0 to 14,0 to 11
1975,2023,SAN MIGUEL,MALE,10.0,10 to 14,1,0 to 14,0 to 11
1976,2023,SAN MIGUEL,MALE,24.0,20 to 24,1,15 to 44,20 to 24
1977,2023,SAN MIGUEL,MALE,40.0,40 to 44,1,15 to 44,40 to 44
1978,2023,SAN MIGUEL,MALE,41.0,40 to 44,1,15 to 44,40 to 44
1979,2023,SAN MIGUEL,MALE,54.0,50 to 54,1,45 to 59,50 to 54
1980,2023,VIGA,FEMALE,69.0,65 to 69,1,60 to 69,65 to 69
1981,2023,VIGA,MALE,41.0,40 to 44,1,15 to 44,40 to 44
1982,2023,VIGA,MALE,49.0,45 to 49,2,45 to 59,45 to 49
1983,2023,VIGA,MALE,55.0,55 to 59,1,45 to 59,55 to 59
1984,2023,VIRAC (CAPITAL),FEMALE,0.0,0 to 4,3,0 to 14,0 to 11
1985,2023,VIRAC (CAPITAL),FEMALE,3.0,0 to 4,1,0 to 14,0 to 11
1986,2023,VIRAC (CAPITAL),FEMALE,18.0,15 to 19,1,15 to 44,15 to 19
1987,2023,VIRAC (CAPITAL),FEMALE,20.0,20 to 24,3,15 to 44,20 to 24
1988,2023,VIRAC (CAPITAL),FEMALE,21.0,20 to 24,2,15 to 44,20 to 24
1989,2023,VIRAC (CAPITAL),FEMALE,22.0,20 to 24,3,15 to 44,20 to 24
1990,2023,VIRAC (CAPITAL),FEMALE,23.0,20 to 24,3,15 to 44,20 to 24
1991,2023,VIRAC (CAPITAL),FEMALE,24.0,20 to 24,1,15 to 44,20 to 24
1992,2023,VIRAC (CAPITAL),FEMALE,25.0,25 to 29,4,15 to 44,25 to 29
1993,2023,VIRAC (CAPITAL),FEMALE,27.0,25 to 29,4,15 to 44,25 to 29
1994,2023,VIRAC (CAPITAL),FEMALE,28.0,25 to 29,2,15 to 44,25 to 29
1995,2023,VIRAC (CAPITAL),FEMALE,29.0,25 to 29,3,15 to 44,25 to 29
1996,2023,VIRAC (CAPITAL),FEMALE,30.0,30 to 34,2,15 to 44,30 to 34
1997,2023,VIRAC (CAPITAL),FEMALE,31.0,30 to 34,4,15 to 44,30 to 34
1998,2023,VIRAC (CAPITAL),FEMALE,32.0,30 to 34,1,15 to 44,30 to 34
1999,2023,VIRAC (CAPITAL),FEMALE,33.0,30 to 34,1,15 to 44,30 to 34
2000,2023,VIRAC (CAPITAL),FEMALE,35.0,35 to 39,1,15 to 44,35 to 39
2001,2023,VIRAC (CAPITAL),FEMALE,36.0,35 to 39,3,15 to 44,35 to 39
2002,2023,VIRAC (CAPITAL),FEMALE,37.0,35 to 39,1,15 to 44,35 to 39
2003,2023,VIRAC (CAPITAL),FEMALE,38.0,35 to 39,1,15 to 44,35 to 39
2004,2023,VIRAC (CAPITAL),FEMALE,41.0,40 to 44,1,15 to 44,40 to 44
2005,2023,VIRAC (CAPITAL),FEMALE,42.0,40 to 44,2,15 to 44,40 to 44
2006,2023,VIRAC (CAPITAL),FEMALE,43.0,40 to 44,2,15 to 44,40 to 44
2007,2023,VIRAC (CAPITAL),FEMALE,44.0,40 to 44,1,15 to 44,40 to 44
2008,2023,VIRAC (CAPITAL),FEMALE,46.0,45 to 49,1,45 to 59,45 to 49
2009,2023,VIRAC (CAPITAL),FEMALE,49.0,45 to 49,1,45 to 59,45 to 49
2010,2023,VIRAC (CAPITAL),FEMALE,51.0,50 to 54,1,45 to 59,50 to 54
2011,2023,VIRAC (CAPITAL),FEMALE,52.0,50 to 54,1,45 to 59,50 to 54
2012,2023,VIRAC (CAPITAL),FEMALE,53.0,50 to 54,1,45 to 59,50 to 54
2013,2023,VIRAC (CAPITAL),FEMALE,54.0,50 to 54,1,45 to 59,50 to 54
2014,2023,VIRAC (CAPITAL),FEMALE,56.0,55 to 59,2,45 to 59,55 to 59
2015,2023,VIRAC (CAPITAL),FEMALE,57.0,55 to 59,3,45 to 59,55 to 59
2016,2023,VIRAC (CAPITAL),FEMALE,60.0,60 to 64,1,60 to 69,60 to 64
2017,2023,VIRAC (CAPITAL),FEMALE,64.0,60 to 64,1,60 to 69,60 to 64
2018,2023,VIRAC (CAPITAL),FEMALE,66.0,65 to 69,2,60 to 69,65 to 69
2019,2023,VIRAC (CAPITAL),FEMALE,68.0,65 to 69,1,60 to 69,65 to 69
2020,2023,VIRAC (CAPITAL),FEMALE,73.0,70 to 74,2,70 to 79,70 to 74
2021,2023,VIRAC (CAPITAL),FEMALE,78.0,75 to 79,1,70 to 79,75 to 79
2022,2023,VIRAC (CAPITAL),FEMALE,79.0,75 to 79,1,70 to 79,75 to 79
2023,2023,VIRAC (CAPITAL),FEMALE,83.0,80+,1,80+,80+
2024,2023,VIRAC (CAPITAL),FEMALE,85.0,80+,1,80+,80+
2025,2023,VIRAC (CAPITAL),FEMALE,89.0,80+,1,80+,80+
2026,2023,VIRAC (CAPITAL),FEMALE,94.0,80+,2,80+,80+
2027,2023,VIRAC (CAPITAL),MALE,0.0,0 to 4,2,0 to 14,0 to 11
2028,2023,VIRAC (CAPITAL),MALE,1.0,0 to 4,1,0 to 14,0 to 11
2029,2023,VIRAC (CAPITAL),MALE,3.0,0 to 4,1,0 to 14,0 to 11
2030,2023,VIRAC (CAPITAL),MALE,4.0,0 to 4,2,0 to 14,0 to 11
2031,2023,VIRAC (CAPITAL),MALE,5.0,5 to 9,1,0 to 14,0 to 11
2032,2023,VIRAC (CAPITAL),MALE,15.0,15 to 19,1,15 to 44,15 to 19
2033,2023,VIRAC (CAPITAL),MALE,21.0,20 to 24,1,15 to 44,20 to 24
2034,2023,VIRAC (CAPITAL),MALE,23.0,20 to 24,2,15 to 44,20 to 24
2035,2023,VIRAC (CAPITAL),MALE,25.0,25 to 29,1,15 to 44,25 to 29
2036,2023,VIRAC (CAPITAL),MALE,26.0,25 to 29,2,15 to 44,25 to 29
2037,2023,VIRAC (CAPITAL),MALE,27.0,25 to 29,1,15 to 44,25 to 29
2038,2023,VIRAC (CAPITAL),MALE,31.0,30 to 34,1,15 to 44,30 to 34
2039,2023,VIRAC (CAPITAL),MALE,34.0,30 to 34,1,15 to 44,30 to 34
2040,2023,VIRAC (CAPITAL),MALE,36.0,35 to 39,1,15 to 44,35 to 39
2041,2023,VIRAC (CAPITAL),MALE,37.0,35 to 39,1,15 to 44,35 to 39
2042,2023,VIRAC (CAPITAL),MALE,38.0,35 to 39,1,15 to 44,35 to 39
2043,2023,VIRAC (CAPITAL),MALE,39.0,35 to 39,1,15 to 44,35 to 39
2044,2023,VIRAC (CAPITAL),MALE,41.0,40 to 44,1,15 to 44,40 to 44
2045,2023,VIRAC (CAPITAL),MALE,43.0,40 to 44,1,15 to 44,40 to 44
2046,2023,VIRAC (CAPITAL),MALE,58.0,55 to 59,1,45 to 59,55 to 59
2047,2023,VIRAC (CAPITAL),MALE,65.0,65 to 69,1,60 to 69,65 to 69
2048,2023,VIRAC (CAPITAL),MALE,69.0,65 to 69,1,60 to 69,65 to 69
2049,2023,VIRAC (CAPITAL),MALE,72.0,70 to 74,2,70 to 79,70 to 74
2050,2023,VIRAC (CAPITAL),MALE,74.0,70 to 74,2,70 to 79,70 to 74
2051,2023,VIRAC (CAPITAL),MALE,95.0,80+,1,80+,80+
