"","FID","Municipality","idarea","Date","n","exp","base","typeI","typeII","typeIII","typeIV"
"4038","5","PANDAN",6,"2022-01-23",8,4.55973739828155,2.41904061538917,1.97925279298021,1.60073087724009,2.42079431762501,2.42076590303083
"4039","5","PANDAN",6,"2022-01-24",8,4.55973739828155,2.4617834496736,1.99075173384947,1.70455730607593,2.46501886005814,2.46354940429596
"4040","5","PANDAN",6,"2022-01-25",10,4.55973739828155,2.43238473851735,2.30149265694951,1.89402951832832,2.4356806394383,2.43332796467248
"4041","5","PANDAN",6,"2022-01-26",10,4.55973739828155,2.54571338080962,2.31572836305479,1.97758706664982,2.54722720764979,2.54654329764585
"4042","5","PANDAN",6,"2022-01-27",10,4.55973739828155,2.84774142922818,2.33635191942169,1.99444026174399,2.84907802175247,2.84838954809179
"4043","5","PANDAN",6,"2022-01-28",8,4.55973739828155,2.89223476342983,2.02661968420888,1.68704069622802,2.89323917162709,2.89176143728138
"4044","5","PANDAN",6,"2022-01-29",6,4.55973739828155,2.78992044631288,1.71765846083546,1.4802629119596,2.79047257825242,2.79048615727992
"4045","5","PANDAN",6,"2022-01-30",6,4.55973739828155,2.71353764458142,1.6981203331965,1.48021028043688,2.71424337840293,2.71348438955182
"4046","5","PANDAN",6,"2022-01-31",6,4.55973739828155,2.53105816297323,1.66589632643804,1.44115949138683,2.53240821710048,2.53223231058135
"4047","5","PANDAN",6,"2022-02-01",5,4.55973739828155,2.34900665588361,1.48859337550207,1.42605045918817,2.34930541807187,2.35112636478257
"4048","5","PANDAN",6,"2022-02-02",4,4.55973739828155,2.28191529850759,1.3340520835829,1.27777183914308,2.2821669311585,2.28319731338375
"4049","5","PANDAN",6,"2022-02-03",4,4.55973739828155,2.23798864668357,1.30962520516789,1.26141736884768,2.23791509514942,2.23955141118322
"4050","5","PANDAN",6,"2022-02-04",3,4.55973739828155,2.1627903586705,1.1493468019691,1.18846846483786,2.1619407912995,2.16431238826886
"4051","5","PANDAN",6,"2022-02-05",2,4.55973739828155,1.77367816732191,0.974166206898883,1.06566973959621,1.77423960158943,1.7743594364077
"4052","5","PANDAN",6,"2022-02-06",1,4.55973739828155,1.53072321464326,0.816168824889914,0.918934930963762,1.53150279042893,1.53128017552797
"4053","5","PANDAN",6,"2022-02-07",1,4.55973739828155,1.40318930668777,0.775210478200634,0.796644018533067,1.40368022010312,1.40364161190971
"4054","5","PANDAN",6,"2022-02-08",1,4.55973739828155,1.23574121317891,0.733779784829989,0.666008715644754,1.23611357615372,1.2355120597846
"4055","5","PANDAN",6,"2022-02-09",2,4.55973739828155,1.15436833404178,0.801823864249595,0.638006635246952,1.15501557788541,1.15454203033253
"4056","5","PANDAN",6,"2022-02-10",2,4.55973739828155,1.10569246318046,0.774677782538252,0.625833669744573,1.10651874159761,1.10573848953079
"4057","5","PANDAN",6,"2022-02-11",2,4.55973739828155,1.04517932880731,0.745718971236682,0.580419152695789,1.04561507192586,1.04570202158012
"4058","5","PANDAN",6,"2022-02-12",2,4.55973739828155,0.977556790374762,0.716932692370265,0.549448885049959,0.978029000235762,0.978442775191738
"4059","5","PANDAN",6,"2022-02-13",3,4.55973739828155,0.92953136017353,0.790232932958558,0.538060130049961,0.930342830436808,0.929968587813958
"4060","5","PANDAN",6,"2022-02-14",3,4.55973739828155,0.848003690321407,0.757984899694565,0.532945249257622,0.848404507918243,0.848474021161984
"4061","5","PANDAN",6,"2022-02-15",3,4.55973739828155,0.785206959914898,0.731933659273934,0.505950021868916,0.785600039624114,0.785780486776243
"4062","5","PANDAN",6,"2022-02-16",3,4.55973739828155,0.745915606647784,0.714356938096618,0.503473889795173,0.746346665877091,0.746189601121444
"4063","5","PANDAN",6,"2022-02-17",3,4.55973739828155,0.726378455297702,0.700572119237119,0.491160554943991,0.726738077193562,0.726669593017516
"4064","5","PANDAN",6,"2022-02-18",2,4.55973739828155,0.714068307816164,0.597538909680542,0.437847189180761,0.714348387953645,0.714364772586996
"4065","5","PANDAN",6,"2022-02-19",2,4.55973739828155,0.694802014098075,0.583985062254676,0.413035495965708,0.695177925744128,0.69467143987488
"4066","5","PANDAN",6,"2022-02-20",2,4.55973739828155,0.686126895906357,0.572667392691818,0.413215241174318,0.686421224868694,0.6862134376194
"4067","5","PANDAN",6,"2022-02-21",2,4.55973739828155,0.669392715456782,0.560398117909639,0.412546613444659,0.669657077440649,0.669441693581672
"4068","5","PANDAN",6,"2022-02-22",1,4.55973739828155,0.643169565001917,0.468852802276659,0.365325012101762,0.643381799342115,0.643510455222092
"4069","5","PANDAN",6,"2022-02-23",1,4.55973739828155,0.63319928332924,0.45953393974503,0.341391967247558,0.633366535595731,0.633773422360326
"4070","5","PANDAN",6,"2022-02-24",1,4.55973739828155,0.633750553789503,0.453009456179974,0.34470123949843,0.633886211604048,0.634029300492098
"4071","5","PANDAN",6,"2022-02-25",2,4.55973739828155,0.632334298138517,0.522277996413527,0.392941812552442,0.632505300769261,0.632640293841243
"4072","5","PANDAN",6,"2022-02-26",2,4.55973739828155,0.604705471324158,0.513722876499733,0.387222133054539,0.604874241110933,0.605131487423771
"4073","5","PANDAN",6,"2022-02-27",2,4.55973739828155,0.586572173869088,0.50629876692662,0.386159722790818,0.586735450943784,0.586776932599346
"4074","5","PANDAN",6,"2022-02-28",2,4.55973739828155,0.563238862202922,0.498000243379754,0.375736201828913,0.563419146444923,0.563473895358437
"4075","5","PANDAN",6,"2022-03-01",2,4.55973739828155,0.547179910953182,0.491477816352276,0.348547743153338,0.547374788962472,0.547425063875654
"4076","5","PANDAN",6,"2022-03-02",2,4.55973739828155,0.531051042872607,0.485505379530765,0.335967262070292,0.531298654750577,0.530954384574962
"4077","5","PANDAN",6,"2022-03-03",2,4.55973739828155,0.518714571929444,0.480111574170934,0.334322805318599,0.518924692950321,0.518779561547452
"4078","5","PANDAN",6,"2022-03-04",2,4.55973739828155,0.505000993094179,0.474321536712718,0.334735200855409,0.505202597242307,0.505044429452423
"4079","5","PANDAN",6,"2022-03-05",2,4.55973739828155,0.484770317604022,0.465462214414319,0.308499169189498,0.484961374575053,0.485024559656654
"4080","5","PANDAN",6,"2022-03-06",1,4.55973739828155,0.465399328676976,0.385853544150783,0.264144244459625,0.46558922875369,0.465814048250691
"4081","5","PANDAN",6,"2022-03-07",1,4.55973739828155,0.453544004942323,0.378420263227215,0.259326325264441,0.453732756123495,0.453730197752125
"4082","5","PANDAN",6,"2022-03-08",1,4.55973739828155,0.444483726063814,0.37303132450343,0.279961190641316,0.444698151329662,0.444685542731319
"4083","5","PANDAN",6,"2022-03-09",1,4.55973739828155,0.43934246709937,0.369459231186752,0.281703280537503,0.439547675471916,0.439645749942064
"4084","5","PANDAN",6,"2022-03-10",1,4.55973739828155,0.436220539511256,0.367075554760072,0.283682522545444,0.436412296794457,0.436370155512231
"4085","5","PANDAN",6,"2022-03-11",1,4.55973739828155,0.434011120605345,0.365470435021563,0.284607965173152,0.434178423463011,0.434197063055435
"4086","5","PANDAN",6,"2022-03-12",1,4.55973739828155,0.431949736036019,0.364386163024244,0.276103651901199,0.432131266338833,0.432154461384551
"4087","5","PANDAN",6,"2022-03-13",1,4.55973739828155,0.433676999654249,0.364875076311889,0.276361789319209,0.433875852006187,0.433601871915178
"4088","5","PANDAN",6,"2022-03-14",1,4.55973739828155,0.435440384113392,0.365362336424702,0.280323202362846,0.435617626165241,0.435497167268512
"4089","5","PANDAN",6,"2022-03-15",1,4.55973739828155,0.437854363770549,0.365930662773798,0.286958108231768,0.438025397164598,0.437897940753947
"4090","5","PANDAN",6,"2022-03-16",1,4.55973739828155,0.437352082787622,0.365549401805574,0.27912021077674,0.437510877664213,0.437582563810319
"4091","5","PANDAN",6,"2022-03-17",1,4.55973739828155,0.438155598611516,0.365480924214943,0.258339333724311,0.438322005824474,0.43854269666164
"4092","5","PANDAN",6,"2022-03-18",1,4.55973739828155,0.440552221044104,0.365713415392445,0.260006773436891,0.440725743702628,0.440729555023542
"4093","5","PANDAN",6,"2022-03-19",1,4.55973739828155,0.440956554967501,0.364616562241914,0.278115808023263,0.441129090290301,0.441153225672545
"4094","5","PANDAN",6,"2022-03-20",1,4.55973739828155,0.439506237769884,0.362013331287382,0.280224665141121,0.439674573280966,0.439806283332232
"4095","5","PANDAN",6,"2022-03-21",1,4.55973739828155,0.435719652330193,0.357852160297547,0.278575778872168,0.435889551674096,0.435865949122389
"4096","5","PANDAN",6,"2022-03-22",1,4.55973739828155,0.433288391621912,0.357865725703415,0.280428462554061,0.433441988832543,0.43347267599326
"4097","5","PANDAN",6,"2022-03-23",1,4.55973739828155,0.430778685134605,0.357186910330875,0.275989133891484,0.430948220425148,0.430979870977043
"4098","5","PANDAN",6,"2022-03-24",1,4.55973739828155,0.427345911083779,0.355713714898223,0.274702002857662,0.427528915884695,0.427272741107142
"4099","5","PANDAN",6,"2022-03-25",1,4.55973739828155,0.426134950381749,0.354326929891176,0.275369313361238,0.426295766666986,0.426190299872581
"4100","5","PANDAN",6,"2022-03-26",1,4.55973739828155,0.42245328179991,0.352086940431361,0.276818558194632,0.422613016903225,0.422495745648907
"4101","5","PANDAN",6,"2022-03-27",1,4.55973739828155,0.415158261260108,0.348645542522904,0.268255811832318,0.415305623645373,0.41537494074408
"4102","5","PANDAN",6,"2022-03-28",1,4.55973739828155,0.410284402005033,0.345811297384868,0.250912929410893,0.410438626905603,0.410643071424227
"4103","5","PANDAN",6,"2022-03-29",1,4.55973739828155,0.406182152708503,0.343125747298187,0.248033534277101,0.406350044637565,0.4063425574635
"4104","5","PANDAN",6,"2022-03-30",1,4.55973739828155,0.401527840040198,0.340163995714491,0.257568556300534,0.401692898304873,0.401704606251439
"4105","5","PANDAN",6,"2022-03-31",1,4.55973739828155,0.398879834793121,0.338167925101185,0.259235660415716,0.399041736794415,0.399153387655125
"4106","5","PANDAN",6,"2022-04-01",1,4.55973739828155,0.39736848060481,0.336815481450435,0.258766033761547,0.397530487327113,0.39750371753433
"4107","5","PANDAN",6,"2022-04-02",1,4.55973739828155,0.396509887240133,0.335891839293396,0.260972470743604,0.396654503567254,0.396682277550399
"4108","5","PANDAN",6,"2022-04-03",1,4.55973739828155,0.3960334662972,0.335251963035215,0.259953323154367,0.396192019213991,0.39622213175784
"4109","5","PANDAN",6,"2022-04-04",1,4.55973739828155,0.395790607109187,0.334796244341572,0.261632179991749,0.395966837275071,0.395725307168911
"4110","5","PANDAN",6,"2022-04-05",1,4.55973739828155,0.395706152623761,0.334454212493447,0.262532168916171,0.395865796350183,0.395760266517203
"4111","5","PANDAN",6,"2022-04-06",1,4.55973739828155,0.395754359379767,0.334173234601366,0.265569133290799,0.395909825316343,0.395797869474235
"4112","5","PANDAN",6,"2022-04-07",1,4.55973739828155,0.395950843021591,0.333910195573937,0.263866198962815,0.396090685557515,0.396156509570341
"4113","5","PANDAN",6,"2022-04-08",1,4.55973739828155,0.396357794253045,0.333624749407916,0.254090645176228,0.3965040722599,0.396702306214857
"4114","5","PANDAN",6,"2022-04-09",1,4.55973739828155,0.397104382295954,0.333273037890584,0.254083301412548,0.397260428102439,0.397260412522288
"4115","5","PANDAN",6,"2022-04-10",1,4.55973739828155,0.398429832931064,0.332800877768413,0.264526903908751,0.398582617224747,0.398603416389608
"4116","5","PANDAN",6,"2022-04-11",1,4.55973739828155,0.396750379337625,0.330859670392646,0.267080727000405,0.396901212852111,0.397021491561459
"4117","5","PANDAN",6,"2022-04-12",1,4.55973739828155,0.395543445626229,0.329203730076744,0.265268862215264,0.395694912494165,0.395676707214064
"4118","5","PANDAN",6,"2022-04-13",1,4.55973739828155,0.394429349675724,0.327234242583932,0.26789993163784,0.394557967453189,0.394599329978337
"4119","5","PANDAN",6,"2022-04-14",1,4.55973739828155,0.393064806903075,0.324650793146557,0.267242472446729,0.393201280060909,0.393247814468861
"4120","5","PANDAN",6,"2022-04-15",1,4.55973739828155,0.387564118662381,0.323221254526361,0.267401932901952,0.387721333089387,0.387500078440158
"4121","5","PANDAN",6,"2022-04-16",1,4.55973739828155,0.383671609784003,0.321696605350379,0.266044278208637,0.383815708339172,0.38372406252438
"4122","5","PANDAN",6,"2022-04-17",1,4.55973739828155,0.380171265058957,0.319853105465266,0.266668274920144,0.380316164238081,0.380212500601467
"4123","5","PANDAN",6,"2022-04-18",1,4.55973739828155,0.376017162766661,0.317417520043743,0.264019875024968,0.376146279753087,0.376208033625198
"4124","5","PANDAN",6,"2022-04-19",1,4.55973739828155,0.370020774299413,0.314043270494921,0.253458534232726,0.3701555285911,0.37033606353668
"4125","5","PANDAN",6,"2022-04-20",1,4.55973739828155,0.36056223562107,0.309255154476752,0.24759563614872,0.360713069237097,0.360699194612611
"4126","5","PANDAN",6,"2022-04-21",1,4.55973739828155,0.352339713197776,0.304438790868309,0.250089215354604,0.352480927781309,0.352489830125528
"4127","5","PANDAN",6,"2022-04-22",1,4.55973739828155,0.346511302537976,0.300366497210605,0.25080065148998,0.346649767644096,0.34674773620262
"4128","5","PANDAN",6,"2022-04-23",1,4.55973739828155,0.341390125150348,0.296441924073811,0.245225957278879,0.341528348926562,0.341506679173753
"4129","5","PANDAN",6,"2022-04-24",1,4.55973739828155,0.338984296518045,0.293638103099521,0.24857699324057,0.339103296860162,0.339135535180984
"4130","5","PANDAN",6,"2022-04-25",1,4.55973739828155,0.335208881873398,0.290264491642329,0.248032596019575,0.335340903060099,0.335373236694651
"4131","5","PANDAN",6,"2022-04-26",1,4.55973739828155,0.332459001310979,0.287591995922901,0.248954965937281,0.332600108921913,0.3324077967818
"4132","5","PANDAN",6,"2022-04-27",1,4.55973739828155,0.329996583086428,0.285240929492902,0.247427421588969,0.330121656477766,0.330042988212823
"4133","5","PANDAN",6,"2022-04-28",1,4.55973739828155,0.327183728469859,0.282886040478529,0.247550465131459,0.327305889651239,0.327221676833309
"4134","5","PANDAN",6,"2022-04-29",1,4.55973739828155,0.323315806866226,0.280209435301928,0.246215143652979,0.323421904180717,0.323479359533717
"4135","5","PANDAN",6,"2022-04-30",1,4.55973739828155,0.317463507797171,0.276858973812631,0.237787955358384,0.317577191185731,0.317731281874243
"4136","5","PANDAN",6,"2022-05-01",1,4.55973739828155,0.311428479454608,0.273147080156419,0.233855925738776,0.31155356093513,0.311540628567518
"4137","5","PANDAN",6,"2022-05-02",1,4.55973739828155,0.303776027844501,0.268181940659336,0.234540292649689,0.303888177884692,0.303898397042479
"4138","5","PANDAN",6,"2022-05-03",1,4.55973739828155,0.295818818438517,0.262815923571135,0.234071013478424,0.295935066955574,0.296018269962429
"4139","5","PANDAN",6,"2022-05-04",1,4.55973739828155,0.288679810377532,0.258155743277587,0.225214433054662,0.28880024525095,0.288778096502394
"4140","5","PANDAN",6,"2022-05-05",1,4.55973739828155,0.283563217385487,0.253133425876847,0.228385980490698,0.283660505308837,0.2836935825163
"4141","5","PANDAN",6,"2022-05-06",1,4.55973739828155,0.27924136978876,0.248857037878573,0.228299774778878,0.279344346608844,0.279382072914775
"4142","5","PANDAN",6,"2022-05-07",1,4.55973739828155,0.274748595706868,0.244244118798006,0.227896361311702,0.274852980567505,0.274707273542968
"4143","5","PANDAN",6,"2022-05-08",1,4.55973739828155,0.269146753555257,0.238763202905802,0.223117130569459,0.26923747407366,0.269183491412219
"4144","5","PANDAN",6,"2022-05-09",1,4.55973739828155,0.261431196462432,0.232335231078306,0.218667056161246,0.261521796994064,0.261461169835699
"4145","5","PANDAN",6,"2022-05-10",1,4.55973739828155,0.250194357713282,0.223796612550635,0.211181388846091,0.250267990805736,0.250318398428951
"4146","5","PANDAN",6,"2022-05-11",1,4.55973739828155,0.238584389509681,0.214733819950547,0.198020531533547,0.238657121071411,0.238779385408585
"4147","5","PANDAN",6,"2022-05-12",1,4.55973739828155,0.22690539888387,0.205287759784497,0.187869551607544,0.226985350227062,0.226977511411358
"4148","5","PANDAN",6,"2022-05-13",1,4.55973739828155,0.215406746138323,0.196120765258669,0.181584454463952,0.21546517859256,0.215481428254655
"4149","5","PANDAN",6,"2022-05-14",1,4.55973739828155,0.202278813313658,0.186351380676788,0.174749681392429,0.202333904343907,0.202408412399806
